"ymd","year","month","day","numBlocks","difficulty","rewardPerBlock","transactionFees","difficultyChange","bitx","bitfinex","coinebase","kraken","AvgPrice","Work","revenuePerDay","revenuePerGH"
"2014-06-02",2014,6,2,193,11756551916,25,11.70443213,0,NA,637.6505586,NA,642.6181479,638.42254014,9.74549186104319e+21,3087861.12946683,3.16850208639577e-07
"2014-06-03",2014,6,3,178,11756551916,25,13.44054734,0,NA,666.2192567,NA,664.4074696,668.40568718,8.98807021381185e+21,2983389.04623187,3.31927652461741e-07
"2014-06-04",2014,6,4,181,11756551916,25,12.00635921,0,NA,642.4430968,NA,638.604129,646.00108028,9.13955454325812e+21,2930911.00928689,3.20684229785455e-07
"2014-06-05",2014,6,5,152,11756551916,25,12.34989787,0,NA,653.6836289,NA,656.7403185,656.56318052,7.67520602527754e+21,2503048.57420062,3.26121353089035e-07
"2014-06-06",2014,6,6,139,13462580114,25,10.80069596,1,NA,656.8721944,NA,657.1521222,659.15936722,8.03728908130668e+21,2297698.18100403,2.8587974847739e-07
"2014-06-07",2014,6,7,155,13462580114,25,8.78221121,0,NA,653.1925397,NA,649.5958305,654.38389598,8.96244465901105e+21,2541484.53450942,2.83570457749399e-07
"2014-06-08",2014,6,8,136,13462580114,25,8.84632234,0,NA,656.7653128,NA,651.9665525,657.4203462,7.86382241048711e+21,2241044.92937536,2.84981630102268e-07
"2014-06-09",2014,6,9,156,13462580114,25,11.09517441,0,NA,651.1823613,NA,648.4951711,651.90911188,9.02026688261757e+21,2549678.58162778,2.82661102471493e-07
"2014-06-10",2014,6,10,167,13462580114,25,11.64592603,0,NA,657.2900764,NA,652.4098298,653.74072982,9.65631134228932e+21,2736980.96318078,2.83439593667026e-07
"2014-06-11",2014,6,11,146,13462580114,25,11.27334026,0,NA,649.6782124,NA,638.5995251,642.57496022,8.44204464655234e+21,2352642.57097212,2.78681607296748e-07
"2014-06-12",2014,6,12,172,13462580114,25,12.93722403,0,NA,628.2550831,NA,610.998458,620.628392,9.94542246032193e+21,2676731.29414668,2.69142040453859e-07
"2014-06-13",2014,6,13,163,13462580114,25,11.5480141,0,NA,607.1845473,NA,590.7896065,595.19736202,9.42502244786323e+21,2432302.59776039,2.58068626490309e-07
"2014-06-14",2014,6,14,178,13462580114,25,9.08986917,0,NA,580.5698487,NA,574.0174796,574.35685114,1.02923558019611e+22,2561108.81620676,2.4883601631016e-07
"2014-06-15",2014,6,15,190,13462580114,25,9.53850979,0,NA,565.0875138,NA,567.4991226,565.13675072,1.09862224852393e+22,2689790.12834943,2.44833029001855e-07
"2014-06-16",2014,6,16,188,13462580114,25,11.98941586,0,NA,597.5865813,NA,597.0564346,595.06925802,1.08705780380263e+22,2803960.0454939,2.57940289438647e-07
"2014-06-17",2014,6,17,184,13462580114,25,12.0249054,0,NA,601.1433648,NA,597.8026532,597.4081647,1.06392891436002e+22,2755261.3342857,2.58970434687646e-07
"2014-06-18",2014,6,18,158,13462580114,25,12.91108153,0,NA,609.3223369,NA,609.4688335,609.44042104,9.13591132983061e+21,2415158.19807173,2.64358760815217e-07
"2014-06-19",2014,6,19,167,16818461371,25,11.72007406,1,NA,606.2143733,NA,607.7355476,606.77511746,1.20633859127609e+22,2540397.5647099,2.10587440630795e-07
"2014-06-20",2014,6,20,186,16818461371,25,10.71588434,0,NA,592.4399763,NA,592.555602,593.83207402,1.34358669447516e+22,2767682.58001558,2.05992109879944e-07
"2014-06-21",2014,6,21,186,16818461371,25,9.1894822,0,NA,592.4616055,NA,590.3205305,592.3735881,1.34358669447516e+22,2759980.7912086,2.05418883839625e-07
"2014-06-22",2014,6,22,180,16818461371,25,9.0220478,0,NA,603.8156626,NA,596.8283123,603.41076588,1.30024518820177e+22,2720792.4472328,2.09252260413718e-07
"2014-06-23",2014,6,23,176,16818461371,25,11.29559499,0,NA,591.3066253,NA,589.2731316,592.42242312,1.27135085068617e+22,2613350.42548256,2.05556980913025e-07
"2014-06-24",2014,6,24,188,16818461371,25,11.06251476,0,NA,589.2582937,NA,588.2457468,589.15062424,1.35803386323296e+22,2775525.42140452,2.0437821887571e-07
"2014-06-25",2014,6,25,187,16818461371,25,12.3602878,0,NA,570.9442231,NA,569.9695276,572.18385442,1.35081027885406e+22,2682031.87652864,1.98549856964659e-07
"2014-06-26",2014,6,26,171,16818461371,25,10.13416507,0,NA,573.4851187,NA,574.6430217,572.7063015,1.23523292879168e+22,2454123.33910853,1.98676968683889e-07
"2014-06-27",2014,6,27,197,16818461371,25,10.70192844,0,NA,585.0068052,NA,586.3094698,585.01639738,1.42304612264305e+22,2887466.56071749,2.02907447255086e-07
"2014-06-28",2014,6,28,182,16818461371,25,9.26408687,0,NA,598.4434354,NA,596.8625873,597.82161334,1.31469235695957e+22,2725626.61205575,2.07320488145165e-07
"2014-06-29",2014,6,29,157,16818461371,25,8.71685196,0,NA,597.4107646,NA,595.3208394,596.23552326,1.1341027474871e+22,2345421.72558505,2.0680857451249e-07
"2014-06-30",2014,6,30,132,17336316978,25,11.88919685,1,NA,622.1132074,NA,625.6877817,622.68053644,9.82872668234231e+21,2062248.9417244,2.09818525672233e-07
"2014-07-01",2014,7,1,133,17336316978,25,13.1158412,0,NA,652.623141,NA,646.0088204,648.3688081,9.90318673296611e+21,2164330.18925857,2.1854886185816e-07
"2014-07-02",2014,7,2,137,17336316978,25,12.74840425,0,NA,649.1436866,NA,647.5444108,647.7707946,1.02010269354613e+22,2226873.0154559,2.18298905545944e-07
"2014-07-03",2014,7,3,139,17336316978,25,10.9758023,0,NA,646.0439436,NA,648.0221147,646.67622826,1.03499470367089e+22,2254297.68363699,2.17807654052866e-07
"2014-07-04",2014,7,4,166,17336316978,25,10.11443135,0,NA,639.325618,NA,638.8821688,638.1010447,1.23603684035517e+22,2654573.36471598,2.14764906517932e-07
"2014-07-05",2014,7,5,152,17336316978,25,8.29427605,0,NA,632.2067412,NA,626.5968099,630.44606538,1.13179276948184e+22,2400924.1421449,2.121346068719e-07
"2014-07-06",2014,7,6,142,17336316978,25,9.22847962,0,NA,636.0945964,NA,633.3237858,635.36688032,1.05733271885804e+22,2261415.89544226,2.13879307346573e-07
"2014-07-07",2014,7,7,150,17336316978,25,11.21868823,0,NA,629.4904763,NA,625.5150753,627.76619136,1.11690075935708e+22,2361165.9307822,2.11403377695021e-07
"2014-07-08",2014,7,8,150,17336316978,25,12.27727536,0,NA,623.143891,NA,619.5529115,622.22666526,1.11690075935708e+22,2340989.24283073,2.09596888821015e-07
"2014-07-09",2014,7,9,166,17336316978,25,11.68912918,0,NA,624.68015,NA,623.1970989,623.15378852,1.23603684035517e+22,2593372.34749102,2.09813515489217e-07
"2014-07-10",2014,7,10,149,17336316978,25,11.18585911,0,NA,618.4966986,NA,618.92355,617.90720538,1.1094547542947e+22,2308616.16298293,2.08085652348262e-07
"2014-07-11",2014,7,11,156,17336316978,25,10.87078401,0,NA,623.4573444,NA,623.4656225,622.84101994,1.16157678973136e+22,2435850.74796634,2.09702085088122e-07
"2014-07-12",2014,7,12,157,17336316978,25,8.71204703,0,NA,634.0011221,NA,634.1547888,632.2473287,1.16902279479374e+22,2487078.93360973,2.12748540463536e-07
"2014-07-13",2014,7,13,160,18736441558,25,9.42346258,1,NA,631.3506309,NA,631.9515048,630.21832506,1.28757810664313e+22,2526812.13904343,1.96245348224438e-07
"2014-07-14",2014,7,14,135,18736441558,25,11.75980369,0,NA,622.7546182,NA,625.3875906,623.3080724,1.08639402748014e+22,2110994.72491982,1.94312070162628e-07
"2014-07-15",2014,7,15,159,18736441558,25,12.51728456,0,NA,621.8886968,NA,620.02698,621.85620676,1.27953074347661e+22,2479662.37296642,1.93794669304227e-07
"2014-07-16",2014,7,16,144,18736441558,25,12.61360631,0,NA,617.5398551,NA,619.2821858,619.57205678,1.15882029597882e+22,2238274.4424129,1.93151125345307e-07
"2014-07-17",2014,7,17,172,18736441558,25,11.76351954,0,NA,619.3390292,NA,619.8599987,620.01968038,1.38414646464137e+22,2673378.23925933,1.93142727850843e-07
"2014-07-18",2014,7,18,172,18736441558,25,11.9486888,0,NA,623.3484017,NA,622.8034249,623.90253188,1.38414646464137e+22,2690235.70427897,1.94360623893658e-07
"2014-07-19",2014,7,19,177,18736441558,25,10.35413294,0,NA,627.5949403,NA,629.1111044,627.38742002,1.42438328047396e+22,2782685.38634027,1.95360716773812e-07
"2014-07-20",2014,7,20,155,18736441558,25,8.98402817,0,NA,623.5640938,NA,629.2366467,624.59912074,1.24734129081053e+22,2425933.00896319,1.94488311004825e-07
"2014-07-21",2014,7,21,155,18736441558,25,10.59027192,0,NA,619.4756881,NA,629.76875,622.35872888,1.24734129081053e+22,2418231.02258062,1.93870838750895e-07
"2014-07-22",2014,7,22,142,18736441558,25,11.71344544,0,NA,621.0712418,NA,618.688185,620.47506876,1.14272556964578e+22,2209954.3949628,1.93393274261627e-07
"2014-07-23",2014,7,23,146,18736441558,25,11.00879636,0,NA,619.2387757,NA,618.9032394,619.5912166,1.17491502231186e+22,2268328.89411999,1.93063230194865e-07
"2014-07-24",2014,7,24,143,18736441558,25,10.69751731,0,NA,608.7164967,NA,608.0985701,609.3279143,1.1507729328123e+22,2184865.58953319,1.89860703813544e-07
"2014-07-25",2014,7,25,163,18736441558,25,10.29317626,0,NA,600.3715763,NA,602.7157244,601.52810414,1.31172019614269e+22,2457418.65917176,1.87343205235245e-07
"2014-07-26",2014,7,26,134,19729645940,25,8.73951865,1,NA,593.4881942,NA,597.8299872,595.60444642,1.13550899308325e+22,2000480.19167451,1.76174755449765e-07
"2014-07-27",2014,7,27,153,19729645940,25,8.9093621,0,NA,593.6480063,NA,600,595.46674148,1.29651399956521e+22,2282965.51497935,1.76084910440223e-07
"2014-07-28",2014,7,28,150,19729645940,25,10.35052053,0,NA,582.0589506,NA,587.8280509,584.35016674,1.27109215643648e+22,2197361.45367255,1.72871922979439e-07
"2014-07-29",2014,7,29,149,19729645940,25,10.39546815,0,NA,582.9262139,NA,587.0974645,583.94850144,1.2626182087269e+22,2181278.58591196,1.72758365975994e-07
"2014-07-30",2014,7,30,172,19729645940,25,11.03235411,0,NA,574.9640774,NA,578.2697425,574.30654612,1.45751900604716e+22,2475854.10150049,1.69867706097026e-07
"2014-07-31",2014,7,31,154,19729645940,25,11.25832902,0,NA,576.1495765,NA,582.2656187,575.82434822,1.30498794727478e+22,2223406.56061699,1.7037755523031e-07
"2014-08-01",2014,8,1,157,19729645940,25,10.67915418,0,NA,590.4573622,NA,593.6415608,588.28866184,1.33040979040351e+22,2315315.42304414,1.74030245398442e-07
"2014-08-02",2014,8,2,163,19729645940,25,8.46604847,0,NA,590.024116,NA,592.6391157,591.13186634,1.38125347666097e+22,2413866.9063681,1.74759155155457e-07
"2014-08-03",2014,8,3,154,19729645940,25,8.55001533,0,NA,583.7116238,NA,587.8327483,585.29383422,1.30498794727478e+22,2258385.53300214,1.73057961011697e-07
"2014-08-04",2014,8,4,128,19729645940,25,11.0974416,0,NA,586.8557243,NA,591.4697105,588.59653706,1.08466530682579e+22,1890040.83428799,1.74251063659358e-07
"2014-08-05",2014,8,5,135,19729645940,25,12.10342599,0,NA,582.8222192,NA,584.4979435,583.5553968,1.14398294079283e+22,1976562.48375623,1.7277901735024e-07
"2014-08-06",2014,8,6,164,19729645940,25,13.16238132,0,NA,580.5746804,NA,NA,581.555812775,1.38972742437055e+22,2392033.49174411,1.72122493216793e-07
"2014-08-07",2014,8,7,160,19729645940,25,10.97700977,0,NA,583.7143079,NA,585.2222393,584.58473412,1.35583163353224e+22,2344755.92881783,1.72938576651234e-07
"2014-08-08",2014,8,8,158,19729645940,25,11.16762997,0,NA,591.9513709,NA,588.8569713,590.00593378,1.33888373811309e+22,2337112.40637956,1.74556784868662e-07
"2014-08-09",2014,8,9,182,23844670038,25,9.3073834,1,NA,587.3479209,NA,583.93248,586.33084938,1.86392826083576e+22,2673262.57069343,1.43420893757723e-07
"2014-08-10",2014,8,10,177,23844670038,25,9.8312772,0,NA,588.5749814,NA,589.680995,588.42519772,1.81272144048313e+22,2609566.47114125,1.43958493172881e-07
"2014-08-11",2014,8,11,182,23844670038,25,12.25468145,0,NA,582.8223437,NA,582.0119035,583.35613714,1.86392826083576e+22,2661419.26761955,1.42785498966908e-07
"2014-08-12",2014,8,12,174,23844670038,25,12.52436069,0,NA,568.4968174,NA,571.7195493,569.74835342,1.78199734827155e+22,2485541.07125777,1.39480626818475e-07
"2014-08-13",2014,8,13,145,23844670038,25,12.41970851,0,NA,550.4469072,NA,559.6606855,553.17730064,1.48499779022629e+22,2012138.0156483,1.3549771110041e-07
"2014-08-14",2014,8,14,180,23844670038,25,12.19660765,0,NA,516.7209777,NA,518.4984163,519.8581571,1.8434455326947e+22,2345702.2129258,1.27245539470695e-07
"2014-08-15",2014,8,15,165,23844670038,25,12.03876959,0,NA,504.8518716,NA,516.9627841,510.15556594,1.68982507163681e+22,2110533.35481591,1.24896558243842e-07
"2014-08-16",2014,8,16,158,23844670038,25,13.05170457,0,NA,501.5087062,NA,513.3890198,506.06736524,1.61813552314313e+22,2005571.13444163,1.23943335138328e-07
"2014-08-17",2014,8,17,170,23844670038,25,37.32208652,0,NA,504.1979762,NA,509.972763,506.28619836,1.74103189198944e+22,2170612.00032907,1.24673879342254e-07
"2014-08-18",2014,8,18,198,23844670038,25,11.75673016,0,NA,474.8469692,NA,481.6435118,479.6814159,2.02779008596417e+22,2380062.4936745,1.17372232468669e-07
"2014-08-19",2014,8,19,186,23844670038,25,12.80157171,0,NA,476.3991289,NA,485.3418815,481.74541086,1.90489371711786e+22,2246283.25892209,1.17921710735692e-07
"2014-08-20",2014,8,20,169,27428630902,25,11.96609234,1,NA,490.257996,NA,498.9726335,495.7242727,1.99093610787275e+22,2100366.93457981,1.05496450954621e-07
"2014-08-21",2014,8,21,165,27428630902,25,11.43122201,0,NA,521.6442162,NA,520.8346331,522.41452446,1.94381335975742e+22,2160931.74980785,1.11169713849355e-07
"2014-08-22",2014,8,22,157,27428630902,25,10.75447813,0,NA,513.569007,NA,525.9775703,517.26777318,1.84956786352676e+22,2035838.95468552,1.10071060101768e-07
"2014-08-23",2014,8,23,162,27428630902,25,8.62310978,0,NA,503.5290568,NA,513.1819622,507.69076124,1.90847129867092e+22,2060525.45619046,1.07967327442935e-07
"2014-08-24",2014,8,24,146,27428630902,25,9.04448264,0,NA,506.2481671,NA,524.87999,511.0197864,1.71998030620959e+22,1869844.12994679,1.08713112772056e-07
"2014-08-25",2014,8,25,137,27428630902,25,16.45338417,0,NA,502.9352128,NA,501.7801361,504.46926576,1.6139541229501e+22,1736107.46185951,1.07568575659767e-07
"2014-08-26",2014,8,26,173,27428630902,25,11.56150685,0,NA,505.9961665,NA,NA,509.895815175,2.03805885598808e+22,2211194.56459181,1.08495128003543e-07
"2014-08-27",2014,8,27,169,27428630902,25,11.5415257,0,NA,514.1838133,NA,524.85379,518.366287,1.99093610787275e+22,2196080.30039842,1.10303906374216e-07
"2014-08-28",2014,8,28,173,27428630902,25,10.39725982,0,NA,509.1781728,NA,495.08275,507.9442685,2.03805885598808e+22,2202140.18979617,1.08050863365697e-07
"2014-08-29",2014,8,29,170,27428630902,25,10.42778542,0,NA,505.9978982,NA,524.831409,511.04278572,2.00271679490158e+22,2177260.88381993,1.08715365515618e-07
"2014-08-30",2014,8,30,182,27428630902,25,9.13520702,0,NA,500.9925115,NA,514.7652467,505.72001798,2.14408503924758e+22,2305645.93886741,1.07535190846559e-07
"2014-08-31",2014,8,31,188,27428630902,25,8.8939901,0,NA,487.1176931,NA,496.335481,492.31417614,2.21476916142057e+22,2318255.26526668,1.04672545818713e-07
"2014-09-01",2014,9,1,136,29829733124,25,10.91278347,1,NA,478.600861,NA,490.01,483.17257828,1.74242769107402e+22,1648059.52387741,9.45840985149608e-08
"2014-09-02",2014,9,2,147,29829733124,25,11.59704012,0,NA,477.0394381,NA,524.76939,487.99751198,1.88335934255795e+22,1799050.18325139,9.55234692922673e-08
"2014-09-03",2014,9,3,169,29829733124,25,11.1270644,0,NA,475.9122323,NA,NA,476.88980525,2.16522264552581e+22,2020165.81075597,9.33006042094755e-08
"2014-09-04",2014,9,4,158,29829733124,25,11.19739332,0,NA,482.2664453,NA,475.0036168,481.24785622,2.02429099404188e+22,1906317.7535995,9.41721204713349e-08
"2014-09-05",2014,9,5,145,29829733124,25,11.04072468,0,NA,486.1794311,NA,NA,486.064553025,1.85773540592451e+22,1767350.50962228,9.51346733224773e-08
"2014-09-06",2014,9,6,179,29829733124,25,9.61430998,0,NA,483.2959872,NA,524.77,491.57916002,2.29334232869302e+22,2204542.93551364,9.61279486246616e-08
"2014-09-07",2014,9,7,155,29829733124,25,19.79030044,0,NA,484.0548751,NA,490.007605,484.44771646,1.98585508909172e+22,1886822.26713872,9.50130891978478e-08
"2014-09-08",2014,9,8,144,29829733124,25,12.20418844,0,NA,471.6761291,NA,482.9197725,474.98194428,1.84492343760779e+22,1715731.76856159,9.29974509287109e-08
"2014-09-09",2014,9,9,146,29829733124,25,14.11448904,0,NA,468.8398279,NA,470.002075,470.66578088,1.87054737424123e+22,1724573.30721773,9.21961844413211e-08
"2014-09-10",2014,9,10,157,29829733124,25,12.74883973,0,NA,480.2426833,NA,475.00001,480.52616712,2.01147902572516e+22,1892191.35703668,9.40696538635062e-08
"2014-09-11",2014,9,11,170,29829733124,25,10.15059039,0,NA,476.7441427,NA,475.0000313,477.48055138,2.17803461384253e+22,2034139.05286125,9.33933299284249e-08
"2014-09-12",2014,9,12,154,29829733124,25,10.70477886,0,NA,473.875659,NA,NA,474.83173555,1.973043120775e+22,1833185.15059227,9.29115603855738e-08
"2014-09-13",2014,9,13,181,29829733124,25,9.54517518,0,NA,477.9737691,NA,474.7699989,477.35852658,2.31896626532646e+22,2164603.80353437,9.33434796314143e-08
"2014-09-14",2014,9,14,158,34661425923,25,11.23423996,1,NA,478.5198326,NA,490,480.88374258,2.35217700557054e+22,1904893.14654801,8.0984260199668e-08
"2014-09-15",2014,9,15,158,34661425923,25,12.22944483,0,NA,477.4421412,NA,471.6692733,475.69214566,2.35217700557054e+22,1884801.42620841,8.01300846724007e-08
"2014-09-16",2014,9,16,171,34661425923,25,14.35162373,0,NA,470.7808713,NA,486.9001257,473.51708232,2.54571055666179e+22,2031081.26591318,7.97844539159455e-08
"2014-09-17",2014,9,17,186,34661425923,25,12.26986597,0,NA,460.3349807,NA,454.8214321,458.9449126,2.76901850022861e+22,2139725.03615522,7.72737717707035e-08
"2014-09-18",2014,9,18,179,34661425923,25,12.34660263,0,NA,441.0500399,NA,431.8810592,439.70108214,2.66480812656409e+22,1973091.15711366,7.40425225157841e-08
"2014-09-19",2014,9,19,171,34661425923,25,10.61078897,0,NA,405.6864665,NA,398.5486599,405.92127116,2.54571055666179e+22,1739620.57915571,6.83353641521954e-08
"2014-09-20",2014,9,20,176,34661425923,25,10.26633681,0,NA,410.1497949,NA,410.724235,412.13917038,2.62014653785073e+22,1817643.50920772,6.93718264589393e-08
"2014-09-21",2014,9,21,164,34661425923,25,9.3371628,0,NA,403.1528786,NA,415.9171672,406.41438236,2.44150018299727e+22,1670093.72492836,6.84044071165332e-08
"2014-09-22",2014,9,22,168,34661425923,25,11.71465132,0,NA,403.1142526,NA,370.8499493,396.2502682,2.50104896794842e+22,1668893.06016742,6.67277243090682e-08
"2014-09-23",2014,9,23,150,34661425923,25,12.74391608,0,NA,409.5039018,NA,434.4721041,414.4205204,2.23307943566823e+22,1559358.29183381,6.98299517216762e-08
"2014-09-24",2014,9,24,156,34661425923,25,12.35686671,0,NA,429.5457397,NA,423.9001491,428.71696926,2.32240261309496e+22,1677293.77855946,7.22223515036527e-08
"2014-09-25",2014,9,25,172,34661425923,25,13.21049144,0,NA,412.9364248,NA,406.7982122,411.71269154,2.56059775289958e+22,1775803.50060933,6.93511309458285e-08
"2014-09-26",2014,9,26,134,35002482026,25,47.85118349,1,NA,405.5309706,NA,NA,405.99159225,2.01451324781138e+22,1379499.01221365,6.84780312917961e-08
"2014-09-27",2014,9,27,134,35002482026,25,10.4705779,0,NA,402.8591679,NA,NA,402.672220275,2.01451324781138e+22,1353168.14877181,6.71709729505093e-08
"2014-09-28",2014,9,28,130,35002482026,25,10.76874401,0,NA,391.1833027,NA,421.5107856,397.66024922,1.95437852399611e+22,1296678.1113918,6.63473372978173e-08
"2014-09-29",2014,9,29,137,35002482026,25,12.19074481,0,NA,377.5135436,NA,387.0502694,379.97846092,2.05961429067282e+22,1306058.44910137,6.34127688381263e-08
"2014-09-30",2014,9,30,153,35002482026,25,12.1265494,0,NA,379.7213163,NA,381.5077381,380.51483004,2.30015318593388e+22,1460083.55678691,6.34776659970194e-08
"2014-10-01",2014,10,1,155,35002482026,25,12.91355722,0,NA,384.4299059,NA,390,385.46613724,2.33022054784152e+22,1498659.02082462,6.43140419567937e-08
"2014-10-02",2014,10,2,138,35002482026,25,11.24874892,0,NA,377.3218921,NA,374.870025,377.75970132,2.07464797162664e+22,1307520.29358624,6.30237183111636e-08
"2014-10-03",2014,10,3,146,35002482026,25,12.07576762,0,NA,368.0049875,NA,373.8648534,370.01434164,2.19491741925717e+22,1355020.55419171,6.17344662857655e-08
"2014-10-04",2014,10,4,154,35002482026,25,12.57120078,0,NA,347.9180849,NA,348.0326799,348.5866772,2.3151868668877e+22,1346440.86032831,5.81568978118095e-08
"2014-10-05",2014,10,5,169,35002482026,25,11.89447047,0,NA,317.3122091,NA,312.217437,316.21546826,2.54069208119494e+22,1339771.56894788,5.27325439735205e-08
"2014-10-06",2014,10,6,161,35002482026,25,12.61174465,0,NA,326.380047,NA,316.2928549,323.81158054,2.42042263356441e+22,1307425.44064198,5.40164111222434e-08
"2014-10-07",2014,10,7,134,35002482026,25,13.36032911,0,327.2,329.4648111,NA,328.4125633,329.317182483333,2.01451324781138e+22,1107612.34725872,5.49816363065402e-08
"2014-10-08",2014,10,8,144,35002482026,25,12.53986648,0,280,339.1406176,NA,355.0044902,332.314063416667,2.16485005734954e+22,1200497.80228467,5.54540855247251e-08
"2014-10-09",2014,10,9,148,35002482026,25,13.90439876,0,NA,363.9230734,NA,369.4654046,365.87846738,2.2249847811648e+22,1358837.64941415,6.10717727562515e-08
"2014-10-10",2014,10,10,155,35985640265,25,13.00507017,1,306,362.2310801,NA,370.2500368,355.439931733333,2.39567235004788e+22,1381952.25672008,5.76853615517355e-08
"2014-10-11",2014,10,11,144,35985640265,25,10.38153171,0,315.5777778,359.2561261,NA,367.0987146,353.960700683333,2.22565689294771e+22,1277933.17669824,5.74182472036701e-08
"2014-10-12",2014,10,12,148,35985640265,25,11.01613637,0,NA,362.5093079,NA,368.3456693,364.13766176,2.28748069552959e+22,1351320.7386514,5.90746291888837e-08
"2014-10-13",2014,10,13,155,35985640265,25,13.1040355,0,365.6944444,379.2203371,NA,382.8405071,376.884718383333,2.39567235004788e+22,1465366.99446452,6.11672541295237e-08
"2014-10-14",2014,10,14,132,35985640265,25,13.26556263,0,404.6666667,402.2157008,NA,405.3726935,401.933573216667,2.04018548520206e+22,1331712.66660361,6.5274097686844e-08
"2014-10-15",2014,10,15,151,35985640265,25,12.55077471,0,400.75,393.7364444,NA,393.3882631,394.42284915,2.333848547466e+22,1493896.56786141,6.40100048258668e-08
"2014-10-16",2014,10,16,148,35985640265,25,12.15888547,0,NA,386.6120879,NA,388.0771152,386.86725854,2.28748069552959e+22,1436112.73128668,6.27814142472664e-08
"2014-10-17",2014,10,17,142,35985640265,25,11.70451158,0,381.1,379.659267,NA,381.473886,380.310965866667,2.19474499165677e+22,1354555.28293066,6.17181170514088e-08
"2014-10-18",2014,10,18,164,35985640265,25,10.35069092,0,380,385.4937381,NA,379.8566571,383.7809289,2.53477590585711e+22,1577474.20626603,6.22332807654106e-08
"2014-10-19",2014,10,19,133,35985640265,25,10.55272153,0,NA,389.5287174,NA,NA,388.966678675,2.05564143584753e+22,1297418.86363888,6.31150375261802e-08
"2014-10-20",2014,10,20,137,35985640265,25,12.95595559,0,380,381.823734,NA,391.24176,384.005090583333,2.11746523842942e+22,1320192.58814785,6.23477809310849e-08
"2014-10-21",2014,10,21,153,35985640265,25,13.01537323,0,400,384.7211323,NA,385.131286,387.456364383333,2.36476044875694e+22,1487063.48295904,6.28843181025261e-08
"2014-10-22",2014,10,22,159,35985640265,25,12.67184925,0,389.5,382.9112283,NA,382.7449133,385.1131621,2.45749615262976e+22,1535704.91528182,6.24906335514898e-08
"2014-10-23",2014,10,23,151,35985640265,25,12.79445941,0,373.4285714,366.7881727,NA,370.1996098,369.767165616667,2.333848547466e+22,1400602.02119455,6.00125497738605e-08
"2014-10-24",2014,10,24,159,39603666252,25,12.35002581,1,NA,356.9645193,NA,362.3110282,359.64250286,2.70457484506627e+22,1434020.54306119,5.30220321200264e-08
"2014-10-25",2014,10,25,155,39603666252,25,11.10930101,0,358.6,348.2134521,NA,359.0458897,353.451948133333,2.63653522632247e+22,1373552.90310105,5.20968917611213e-08
"2014-10-26",2014,10,26,125,39603666252,25,11.22128422,0,NA,350.5750391,NA,369.0938874,355.47936476,2.12623808574393e+22,1114861.94986132,5.24335424774997e-08
"2014-10-27",2014,10,27,159,39603666252,25,13.52589194,0,NA,352.4202255,NA,365.6647067,355.4830107,2.70457484506627e+22,1417853.19232173,5.24242542190394e-08
"2014-10-28",2014,10,28,138,39603666252,25,13.36919791,0,NA,352.2073152,NA,355.2889825,353.60854182,2.34736684666129e+22,1224676.93185726,5.21723706543415e-08
"2014-10-29",2014,10,29,155,39603666252,25,14.27478919,0,350,343.7394505,NA,343.8219714,345.977671816667,2.63653522632247e+22,1345602.23661921,5.10367630663561e-08
"2014-10-30",2014,10,30,170,39603666252,25,13.86147032,0,339.3177162,337.2892315,NA,344.4281502,339.686124866667,2.89168379661174e+22,1448374.57982129,5.00875850090659e-08
"2014-10-31",2014,10,31,188,39603666252,25,12.88146038,0,344.5494571,341.0912883,NA,346.12,342.875886466667,3.19786208095886e+22,1615933.40854011,5.05316792166216e-08
"2014-11-01",2014,11,1,159,39603666252,25,12.57724969,0,335.6377778,328.5742644,NA,331.7340349,330.934355016667,2.70457484506627e+22,1319626.30520529,4.8792375171742e-08
"2014-11-02",2014,11,2,155,39603666252,25,12.64623465,0,330,323.6876797,NA,323.5778875,325.687153033333,2.63653522632247e+22,1266156.43416392,4.80234977148398e-08
"2014-11-03",2014,11,3,169,39603666252,25,16.58571291,0,327.7857143,327.5931851,NA,325.0628133,327.417776933333,2.87467389192579e+22,1388770.56479318,4.83105429347612e-08
"2014-11-04",2014,11,4,162,39603666252,25,13.52152956,0,330.8888889,325.7479201,NA,326.8955423,326.825321216667,2.75560455912413e+22,1328061.72916929,4.81949314814392e-08
"2014-11-05",2014,11,5,138,39603666252,25,13.39815386,0,334.5857143,337.6356367,NA,334.2122464,336.097175766667,2.34736684666129e+22,1164038.33806783,4.95891104419179e-08
"2014-11-06",2014,11,6,154,40300030327,25,14.41971427,1,344.017807,343.1495951,NA,348.5654825,343.643031083333,2.66558528275055e+22,1327980.90398993,4.98194866464606e-08
"2014-11-07",2014,11,7,150,40300030327,25,13.41908085,0,347.8011319,344.9741826,NA,340.7942775,344.70972505,2.59634930138041e+22,1297287.15660773,4.99658176162196e-08
"2014-11-08",2014,11,8,153,40300030327,25,10.78458677,0,344.073379,343.9219844,NA,343.9615844,343.809259983333,2.64827628740802e+22,1318778.26023287,4.9797608599351e-08
"2014-11-09",2014,11,9,150,40300030327,25,15.0455737,0,347.0610626,350.7064886,NA,348.1887783,349.059242033333,2.59634930138041e+22,1314223.95417668,5.06181488553154e-08
"2014-11-10",2014,11,10,147,40300030327,25,13.42372982,0,366.9639315,365.4063489,NA,356.5853288,364.10611275,2.5444223153528e+22,1342977.62643962,5.2781239118059e-08
