"hourlyTime","year","month","day","hour","price","volumeBTC","volumeUSD"
"15/09/02:03","15","09","02","03",228.201449275362,77.8241,17759.5724085507
"15/09/02:04","15","09","02","04",228.233453608247,239.91202122,54755.9491651757
"15/09/02:05","15","09","02","05",228.492522255193,226.98404515,51864.1569880101
"15/09/02:06","15","09","02","06",228.519296703297,285.32796087,65202.9449477982
"15/09/02:07","15","09","02","07",228.609695121951,272.94454633,62397.7695217006
"15/09/02:08","15","09","02","08",228.684519083969,282.22403972,64540.2687973033
"15/09/02:09","15","09","02","09",229.053288227334,653.20017876,149617.648815661
"15/09/02:10","15","09","02","10",229.808383685801,724.58745798,166516.272557387
"15/09/02:11","15","09","02","11",230.375684782609,752.6042498,173381.719417977
"15/09/02:12","15","09","02","12",230.658015717092,737.55200207,170122.281285635
"15/09/02:13","15","09","02","13",230.023292079208,375.04147692,86268.2751873867
"15/09/02:14","15","09","02","14",229.437027027027,355.38384852,81538.2136578521
"15/09/02:15","15","09","02","15",229.452052896725,406.51138503,93274.8718210247
"15/09/02:16","15","09","02","16",229.407978580991,297.81069877,68320.150404618
"15/09/02:17","15","09","02","17",229.754135472371,170.29648605,39126.3219264004
"15/09/02:18","15","09","02","18",230.049614325069,264.40429706,60826.1065645439
"15/09/02:19","15","09","02","19",230.485919708029,302.2279984,69659.2981727408
"15/09/02:20","15","09","02","20",230.192760084926,200.85626248,46235.6574406135
"15/09/02:21","15","09","02","21",229.756916299559,215.89604728,49603.6100643167
"15/09/02:22","15","09","02","22",229.45716152019,151.14581937,34681.4906882836
"15/09/02:23","15","09","02","23",229.030997983871,228.8097,52404.5139393901
"15/09/03:00","15","09","03","00",227.526517571885,164.13574671,37345.2348579873
"15/09/03:01","15","09","03","01",228.362690763052,105.96173358,24197.7065982465
"15/09/03:02","15","09","03","02",228.644143426295,167.597489,38320.1843128029
"15/09/03:03","15","09","03","03",228.00875,436.432,99510.31478
"15/09/03:04","15","09","03","04",227.233692810458,157.05819595,35688.9138518669
"15/09/03:05","15","09","03","05",227.271335149864,169.507,38524.082207248
"15/09/03:06","15","09","03","06",227.997614457831,184.61522045,42091.8298552066
"15/09/03:07","15","09","03","07",228.284991843393,301.4354,68813.17783031
"15/09/03:08","15","09","03","08",228.090905660377,408.81425302,93246.8132182025
"15/09/03:09","15","09","03","09",227.870305010893,278.35713665,63429.3256303944
"15/09/03:10","15","09","03","10",227.781452991453,365.46402378,83245.9263527113
"15/09/03:11","15","09","03","11",227.404878836834,274.56819895,62438.1480146724
"15/09/03:12","15","09","03","12",227.299614767255,279.95368025,63633.3636735003
"15/09/03:13","15","09","03","13",227.358290598291,169.86855436,38621.0241456924
"15/09/03:14","15","09","03","14",227.303174431203,320.118,72763.8375925677
"15/09/03:15","15","09","03","15",227.269754829123,676.55981007,153761.582161847
"15/09/03:16","15","09","03","16",227.33776185226,384.87977222,87497.7059987025
"15/09/03:17","15","09","03","17",227.148261515602,461.05524531,104727.897434816
"15/09/03:18","15","09","03","18",227.526734348562,232.8820129,52986.8838836566
"15/09/03:19","15","09","03","19",228.484961538462,206.43522458,47167.344348345
"15/09/03:20","15","09","03","20",228.385871121718,142.74957418,32601.9858513537
"15/09/03:21","15","09","03","21",228.124573055028,158.9949955,36270.6654663237
"15/09/03:22","15","09","03","22",228.061548387097,231.87697578,52882.2221317041
"15/09/03:23","15","09","03","23",228.451698113208,207.15416604,47324.7210030634
"15/09/04:00","15","09","04","00",229.247366255144,90.26729306,20693.5391929862
"15/09/04:01","15","09","04","01",230.677142857143,208.61198453,48122.0165571389
"15/09/04:02","15","09","04","02",229.714447852761,140.5805,32293.371936365
"15/09/04:03","15","09","04","03",229.82244966443,95.3522,21914.0761848926
"15/09/04:04","15","09","04","04",230.389720670391,125.24593494,28855.3759659286
"15/09/04:05","15","09","04","05",230.374371029225,360.527,83056.1808640534
"15/09/04:06","15","09","04","06",229.570833333333,451.0154,103539.981224167
"15/09/04:07","15","09","04","07",229.378392370572,188.46856556,43230.6165805406
"15/09/04:08","15","09","04","08",229.683945284377,814.18618285,187005.494673015
"15/09/04:09","15","09","04","09",230.192084337349,563.07176557,129614.66334807
"15/09/04:10","15","09","04","10",230.715967479675,321.9651,74282.4895411902
"15/09/04:11","15","09","04","11",231.170536277603,674.23643774,155863.598890256
"15/09/04:12","15","09","04","12",231.406292246521,548.18634729,126853.770086543
"15/09/04:13","15","09","04","13",230.762562396007,288.19462135,66504.5292914729
"15/09/04:14","15","09","04","14",231.363803680982,209.31513743,48427.9463638122
"15/09/04:15","15","09","04","15",231.448414634146,172.0839069,39828.547436055
"15/09/04:16","15","09","04","16",231.402135007849,304.51517818,70465.4623731476
"15/09/04:17","15","09","04","17",231.516414662085,334.71485601,77491.9833975712
"15/09/04:18","15","09","04","18",231.267867564534,196.63183081,45474.624206739
"15/09/04:19","15","09","04","19",230.651216931217,147.9556978,34126.1617494774
"15/09/04:20","15","09","04","20",230.718431034483,123.359963,28461.4171158318
"15/09/04:21","15","09","04","21",230.793225806452,248.73660204,57406.7227609472
"15/09/04:22","15","09","04","22",230.917126436782,118.4035,27341.3959800575
"15/09/04:23","15","09","04","23",230.695085470085,106.7141,24618.4184203633
"15/09/05:00","15","09","05","00",230.750368550369,133.55804551,30818.5682242994
"15/09/05:01","15","09","05","01",230.681021377672,127.53027955,29418.8151431741
"15/09/05:02","15","09","05","02",230.58594488189,80.5464,18572.8677508346
"15/09/05:03","15","09","05","03",230.722883435583,38.4021,8860.24324198159
"15/09/05:04","15","09","05","04",230.893162393162,73.8178,17044.025282906
"15/09/05:05","15","09","05","05",231.292122641509,216.7562824,50134.0206521784
"15/09/05:06","15","09","05","06",233.591240223464,830.17704282,193922.085037371
"15/09/05:07","15","09","05","07",234.609580838323,411.10519277,96449.2169562278
"15/09/05:08","15","09","05","08",234.56168591224,286.99176543,67317.272342191
"15/09/05:09","15","09","05","09",234.665162337662,181.575925,42609.5439167362
"15/09/05:10","15","09","05","10",236.104601113173,412.88887458,97484.9630367776
"15/09/05:11","15","09","05","11",235.649466437177,345.93684806,81519.8336662979
"15/09/05:12","15","09","05","12",235.364973451327,243.6719,57351.8302743345
"15/09/05:13","15","09","05","13",235.515612648221,350.57139002,82565.0356974989
"15/09/05:14","15","09","05","14",235.535408450704,186.30275196,43880.8947783888
"15/09/05:15","15","09","05","15",235.80715370019,251.0187,59192.0051725218
"15/09/05:16","15","09","05","16",236.62170575693,158.4579914,37494.6002158849
"15/09/05:17","15","09","05","17",236.023090507726,344.2087708,81241.2178640816
"15/09/05:18","15","09","05","18",235.927601156069,98.13010174,23151.5995047192
"15/09/05:19","15","09","05","19",237.019813753582,335.20651887,79450.5866715539
"15/09/05:20","15","09","05","20",239.419351669941,607.54180228,145457.264414265
"15/09/05:21","15","09","05","21",241.864635473341,585.57051065,141628.7981023
"15/09/05:22","15","09","05","22",241.308551401869,400.45153086,96632.3788184875
"15/09/05:23","15","09","05","23",241.400702576112,203.08538177,49024.953842216
"15/09/06:00","15","09","06","00",241.738137651822,119.86272029,28975.3907767858
"15/09/06:01","15","09","06","01",240.178994974874,159.46532995,38300.2226807277
"15/09/06:02","15","09","06","02",239.353988764045,49.0962486,11751.3829357612
"15/09/06:03","15","09","06","03",239.754591836735,50.5915,12129.5444329082
"15/09/06:04","15","09","06","04",240.072589928058,73.11864754,17553.7830869646
"15/09/06:05","15","09","06","05",241.113956043956,79.76830515,19233.251621638
"15/09/06:06","15","09","06","06",241.025518672199,164.49338725,39647.1039800782
"15/09/06:07","15","09","06","07",242.980863157895,461.91699172,112236.989355424
"15/09/06:08","15","09","06","08",243.88803874092,148.07282419,36113.1906825282
"15/09/06:09","15","09","06","09",242.009174560217,294.72259712,71325.5724532544
"15/09/06:10","15","09","06","10",240.929719222462,218.91008776,52741.9459789814
"15/09/06:11","15","09","06","11",240.130810810811,181.83455344,43664.0787509689
"15/09/06:12","15","09","06","12",240.997492211838,199.70597476,48128.6390968806
"15/09/06:13","15","09","06","13",241.107194805195,115.8123,27923.1787769377
"15/09/06:14","15","09","06","14",241.245857805255,250.46401817,60423.4069127726
"15/09/06:15","15","09","06","15",242.428333333333,137.39780015,33309.1196940309
"15/09/06:16","15","09","06","16",242.192281368821,155.9343862,37766.1047376248
"15/09/06:17","15","09","06","17",241.096035242291,182.38617424,43972.5834922736
"15/09/06:18","15","09","06","18",242.014675324675,316.63759068,76630.9437040076
"15/09/06:19","15","09","06","19",242.716119402985,180.29426021,43760.3231888032
"15/09/06:20","15","09","06","20",241.753898305085,389.92458928,94265.7895034491
"15/09/06:21","15","09","06","21",241.090760456274,76.08558961,18343.5326588389
"15/09/06:22","15","09","06","22",240.38315978456,170.59561141,41008.3121161148
"15/09/06:23","15","09","06","23",239.970992366412,102.58483924,24617.3856741717
"15/09/07:00","15","09","07","00",240.30830449827,54.64622367,13131.9413573709
"15/09/07:01","15","09","07","01",241.184637096774,194.86095131,46997.4678260345
"15/09/07:02","15","09","07","02",240.819518413598,235.42376638,56694.6380427469
"15/09/07:03","15","09","07","03",240.249666666667,127.90915222,30730.1311844709
"15/09/07:04","15","09","07","04",240.692366412214,80.205,19304.7312480916
"15/09/07:05","15","09","07","05",240.56324742268,129.6216386,31182.2023178651
"15/09/07:06","15","09","07","06",241.055339805825,66.83247005,16110.3237779654
"15/09/07:07","15","09","07","07",241.618413284133,476.08731978,115031.462789939
"15/09/07:08","15","09","07","08",241.135598086124,301.62027322,72731.3849778049
"15/09/07:09","15","09","07","09",241.049205955335,189.16198637,45597.3466114224
"15/09/07:10","15","09","07","10",241.076789940828,309.2735,74558.6625937648
"15/09/07:11","15","09","07","11",240.858173515982,141.61985765,34110.3002471723
"15/09/07:12","15","09","07","12",241.003405405405,136.20744977,32826.4592361557
"15/09/07:13","15","09","07","13",240.680327272727,171.39822,41252.1796835629
"15/09/07:14","15","09","07","14",240.694458874459,202.1084,48646.3719719827
"15/09/07:15","15","09","07","15",241.362761904762,394.17968413,95140.2972483634
"15/09/07:16","15","09","07","16",241.099401408451,317.11984824,76457.4055854027
"15/09/07:17","15","09","07","17",240.932064965197,138.18293886,33292.7008024994
"15/09/07:18","15","09","07","18",240.845663322185,132.39521223,31886.8127102158
"15/09/07:19","15","09","07","19",241.438261648746,386.22293122,93248.9931226398
"15/09/07:20","15","09","07","20",242.942546374368,408.27270989,99186.8117558401
"15/09/07:21","15","09","07","21",242.573774928775,364.27631995,88363.8820474337
"15/09/07:22","15","09","07","22",242.587964250248,268.20533674,65063.3866408089
"15/09/07:23","15","09","07","23",243.363921568627,385.98660039,93935.2127438531
"15/09/08:00","15","09","08","00",243.806282828283,370.46547583,90321.8105783234
"15/09/08:01","15","09","08","01",243.871787234043,192.89556144,47041.7853178869
"15/09/08:02","15","09","08","02",245.518925,378.54660986,92940.3567152216
"15/09/08:03","15","09","08","03",245.69572519084,106.3571,26131.4848136947
"15/09/08:04","15","09","08","04",246.015216572505,336.23167921,82718.1093793851
"15/09/08:05","15","09","08","05",244.941990521327,117.466868,28772.568468226
"15/09/08:06","15","09","08","06",245.648126293996,541.74085429,133077.625793247
"15/09/08:07","15","09","08","07",245.524160583942,429.6978395,105501.201347971
"15/09/08:08","15","09","08","08",243.982926292629,819.13957748,199856.071155678
"15/09/08:09","15","09","08","09",242.774840871022,494.88183918,120144.859756883
"15/09/08:10","15","09","08","10",242.91459798995,437.86339327,106363.410150697
"15/09/08:11","15","09","08","11",243.218157894737,367.78391371,89451.725995863
"15/09/08:12","15","09","08","12",243.119098532495,317.85380322,77276.3301039714
"15/09/08:13","15","09","08","13",243.962699784017,303.68988799,74089.0049711462
"15/09/08:14","15","09","08","14",244.352068062827,346.94697732,84777.2114162888
"15/09/08:15","15","09","08","15",244.094740932642,233.56041981,57010.8701656412
"15/09/08:16","15","09","08","16",244.137826086957,358.98554406,87641.9503234517
"15/09/08:17","15","09","08","17",244.180440835267,198.5174,48474.066245471
"15/09/08:18","15","09","08","18",243.762619760479,288.2638529,70267.9519651534
"15/09/08:19","15","09","08","19",243.655893719807,171.86852636,41876.779392552
"15/09/08:20","15","09","08","20",244.036133333333,221.86442342,54142.9360156462
"15/09/08:21","15","09","08","21",244.312578125,252.39841568,61664.1076494462
"15/09/08:22","15","09","08","22",244.494668874172,145.55197517,35586.6819731709
"15/09/08:23","15","09","08","23",244.157587719298,124.05778696,30289.6500019482
"15/09/09:00","15","09","09","00",242.818911174785,376.44391132,91407.7006650998
"15/09/09:01","15","09","09","01",241.028288508557,299.81491782,72263.8765114884
"15/09/09:02","15","09","09","02",240.72864,105.26304857,25339.83052451
"15/09/09:03","15","09","09","03",240.615357142857,139.8452826,33648.9226175428
"15/09/09:04","15","09","09","04",239.623882783883,270.53896429,64827.5970675
"15/09/09:05","15","09","09","05",239.281314285714,186.2171276,44558.2790346386
"15/09/09:06","15","09","09","06",239.563723723724,224.47952605,53777.1511602746
"15/09/09:07","15","09","09","07",240.252492997199,263.69579,63353.5709403658
"15/09/09:08","15","09","09","08",240.357096273292,665.91268359,160056.838999248
"15/09/09:09","15","09","09","09",240.189792060491,581.27495591,139616.310789994
"15/09/09:10","15","09","09","10",239.979748653501,379.9904977,91190.0241287647
"15/09/09:11","15","09","09","11",240.982981530343,462.28539057,111402.911737478
"15/09/09:12","15","09","09","12",240.989396551724,262.21353638,63190.6818999098
"15/09/09:13","15","09","09","13",240.801121157324,483.90615861,116525.145528222
"15/09/09:14","15","09","09","14",240.333240418118,344.28795363,82743.8395328208
"15/09/09:15","15","09","09","15",239.779364640884,192.50550322,46158.8472519652
"15/09/09:16","15","09","09","16",238.802964426877,205.68531067,49118.2619270593
"15/09/09:17","15","09","09","17",238.721933333333,171.07072866,40838.3350824573
"15/09/09:18","15","09","09","18",238.998865248227,167.86200148,40118.8278720162
"15/09/09:19","15","09","09","19",239.3831875,164.99222613,39496.3650037202
"15/09/09:20","15","09","09","20",239.431153846154,192.1299,46001.8836453462
"15/09/09:21","15","09","09","21",239.171462450593,195.97277543,46871.0953000947
"15/09/09:22","15","09","09","22",238.393757575758,203.73588252,48569.3625869559
"15/09/09:23","15","09","09","23",237.59091503268,186.8516,44394.2426193203
"15/09/10:00","15","09","10","00",237.245129151292,223.91303533,53122.2769855235
"15/09/10:01","15","09","10","01",237.8725,268.72823224,63923.0564235094
"15/09/10:02","15","09","10","02",238.698272727273,117.10331151,27952.3581880808
"15/09/10:03","15","09","10","03",238.654552238806,102.0165,24346.7021284702
"15/09/10:04","15","09","10","04",238.548559322034,88.68115269,21154.7612132168
"15/09/10:05","15","09","10","05",239.115309278351,152.72582216,36519.0822005788
"15/09/10:06","15","09","10","06",239.451619047619,390.18907044,93431.4046515435
"15/09/10:07","15","09","10","07",240.053464912281,139.62135969,33516.5911693483
"15/09/10:08","15","09","10","08",241.014626556017,342.42539997,82529.5298970642
"15/09/10:09","15","09","10","09",240.305513196481,293.6821,70573.4277571202
"15/09/10:10","15","09","10","10",239.895435168739,421.60634093,101141.436627302
"15/09/10:11","15","09","10","11",238.871084337349,386.58892162,92344.914900176
"15/09/10:12","15","09","10","12",239.531357285429,257.2027072,61608.1135531028
"15/09/10:13","15","09","10","13",238.798333333333,322.60195067,77036.8081500782
"15/09/10:14","15","09","10","14",239.18089678511,241.05139802,57654.8895497281
"15/09/10:15","15","09","10","15",239.095010752688,233.23811,55766.0684183867
"15/09/10:16","15","09","10","16",239.066567901235,538.25985996,128679.937359636
"15/09/10:17","15","09","10","17",238.2764453125,181.21849518,43180.0988563708
"15/09/10:18","15","09","10","18",239.276770334928,235.65900055,56387.7245519611
"15/09/10:19","15","09","10","19",240.120948905109,280.48937,67351.3736821964
"15/09/10:20","15","09","10","20",240.629606299213,230.11976693,55373.6289180325
"15/09/10:21","15","09","10","21",241.076171171171,160.62674938,38723.2817282017
"15/09/10:22","15","09","10","22",241.246492753623,232.85545733,56175.5623994035
"15/09/10:23","15","09","10","23",240.422607260726,168.4126,40490.1963875578
"15/09/11:00","15","09","11","00",240.283059360731,101.38740124,24361.6749505811
"15/09/11:01","15","09","11","01",240.856787709497,118.1213,28450.3168780698
"15/09/11:02","15","09","11","02",241.1859437751,106.30868709,25640.1610272935
"15/09/11:03","15","09","11","03",241.086040955631,156.19954006,37657.528712156
"15/09/11:04","15","09","11","04",240.852631578947,96.20893344,23172.1748004278
"15/09/11:05","15","09","11","05",240.769789029536,47.0392,11325.6182601181
"15/09/11:06","15","09","11","06",240.323889875666,190.904399,45878.8877620562
"15/09/11:07","15","09","11","07",240.033574351978,385.5193,92537.5755606726
"15/09/11:08","15","09","11","08",239.901417591802,295.9548,70999.9760630982
"15/09/11:09","15","09","11","09",240.175637813212,435.3034,104549.27173726
"15/09/11:10","15","09","11","10",240.491552287582,239.91230511,57696.8826687958
"15/09/11:11","15","09","11","11",240.878072727273,472.48555584,113811.410082213
"15/09/11:12","15","09","11","12",240.636342857143,407.8723,98148.8986247314
"15/09/11:13","15","09","11","13",240.321844331641,420.56263841,101070.388919672
"15/09/11:14","15","09","11","14",240.506048689139,284.13529169,68336.2562974977
"15/09/11:15","15","09","11","15",240.723950795948,284.4476,68473.3500664255
"15/09/11:16","15","09","11","16",240.838589211618,237.72237751,57252.7220235401
"15/09/11:17","15","09","11","17",240.914856396867,268.3948274,64660.3013007329
"15/09/11:18","15","09","11","18",240.660043923865,269.90708723,64955.8514681343
"15/09/11:19","15","09","11","19",240.746369426752,154.78659556,37264.3109169969
"15/09/11:20","15","09","11","20",240.824136363636,189.8049,45709.6011200864
"15/09/11:21","15","09","11","21",240.784483775811,240.3386,57869.8057324012
"15/09/11:22","15","09","11","22",240.27428057554,249.1938165,59874.8649834105
"15/09/11:23","15","09","11","23",240.277181628392,379.3975777,91160.5806863951
"15/09/12:00","15","09","12","00",240.09582278481,76.79798944,18438.876462816
"15/09/12:01","15","09","12","01",240.265615384615,55.83943199,13416.2954898047
"15/09/12:02","15","09","12","02",240.460267857143,42.85160124,10304.1075122779
"15/09/12:03","15","09","12","03",240.360540540541,35.01548916,8416.34190178904
"15/09/12:04","15","09","12","04",240.282211538462,59.634,14328.9894028846
"15/09/12:05","15","09","12","05",240.4321875,37.359311,8982.38086722281
"15/09/12:06","15","09","12","06",240.550598290598,161.0525,38741.2752311966
"15/09/12:07","15","09","12","07",240.400710382514,210.3925,50578.506459153
"15/09/12:08","15","09","12","08",239.897201365188,324.40509268,77823.8738425464
"15/09/12:09","15","09","12","09",239.493185483871,244.54435988,58566.7077397753
"15/09/12:10","15","09","12","10",238.375250544662,633.29451269,150961.738131039
"15/09/12:11","15","09","12","11",236.532382978723,508.03111921,120165.811254089
"15/09/12:12","15","09","12","12",235.834696485623,412.04424856,97174.3302977942
"15/09/12:13","15","09","12","13",235.378676470588,325.61134183,76641.9666837577
"15/09/12:14","15","09","12","14",236.187676348548,205.72219153,48589.0463908016
"15/09/12:15","15","09","12","15",236.689206896552,291.72590125,69048.3721980443
"15/09/12:16","15","09","12","16",236.695138339921,215.31547668,50964.1265394986
"15/09/12:17","15","09","12","17",236.687724550898,157.13906965,37192.8888335036
"15/09/12:18","15","09","12","18",236.599090909091,107.78910147,25502.8034177098
"15/09/12:19","15","09","12","19",235.587781155015,271.62716796,63992.041801117
"15/09/12:20","15","09","12","20",235.744107142857,98.60859096,23246.3942324804
"15/09/12:21","15","09","12","21",236.09567839196,63.49340713,14990.5190297742
"15/09/12:22","15","09","12","22",236.192592592593,76.8065775,18141.1446678889
"15/09/12:23","15","09","12","23",236.145647058824,339.96251544,80280.6681843241
"15/09/13:00","15","09","13","00",236.058014184397,86.3715,20388.6847721277
"15/09/13:01","15","09","13","01",235.605833333333,118.450062,27907.525565895
"15/09/13:02","15","09","13","02",235.563008130081,57.06328334,13441.9986773496
"15/09/13:03","15","09","13","03",235.325488721805,57.9444,13635.7942486917
"15/09/13:04","15","09","13","04",233.853595505618,214.79596082,50230.8077378408
"15/09/13:05","15","09","13","05",233.92525974026,75.97532888,17772.5485421057
"15/09/13:06","15","09","13","06",234.277142857143,55.364,12970.5197371429
"15/09/13:07","15","09","13","07",234.623209302326,158.88594576,37278.3305072464
"15/09/13:08","15","09","13","08",234.026544715447,372.14260721,87091.2485067542
"15/09/13:09","15","09","13","09",233.66371541502,254.848,59548.730546087
"15/09/13:10","15","09","13","10",231.76498951782,535.24986014,124052.178224762
"15/09/13:11","15","09","13","11",230.526111111111,432.19427616,99632.0657276464
"15/09/13:12","15","09","13","12",231.047097505669,308.47440966,71272.1170067177
"15/09/13:13","15","09","13","13",231.128820512821,212.9351149,49215.4419525989
"15/09/13:14","15","09","13","14",230.433423180593,305.6607,70434.4414327763
"15/09/13:15","15","09","13","15",230.488584474886,230.58474,53147.1503241096
"15/09/13:16","15","09","13","16",230.085681818182,167.3131231,38496.3540055929
"15/09/13:17","15","09","13","17",230.28,401.88930313,92547.0687247764
"15/09/13:18","15","09","13","18",231.569634831461,456.65438137,105747.288338037
"15/09/13:19","15","09","13","19",231.831480144404,433.2044877,100430.437588689
"15/09/13:20","15","09","13","20",230.074479418886,275.8294495,63461.3170021105
"15/09/13:21","15","09","13","21",229.904986807388,291.36277845,66985.7557357111
"15/09/13:22","15","09","13","22",229.940218340611,159.01600615,36564.175173783
"15/09/13:23","15","09","13","23",230.477637540453,143.1285,32987.9185447087
"15/09/14:00","15","09","14","00",229.590961038961,419.49688099,96312.6920593408
"15/09/14:01","15","09","14","01",229.481849315069,210.81078787,48377.2494559742
"15/09/14:02","15","09","14","02",229.981304347826,235.72622075,54212.6237170686
"15/09/14:03","15","09","14","03",229.978763636364,422.04819122,97062.1212117392
"15/09/14:04","15","09","14","04",229.599083969466,215.33891452,49441.6175167711
"15/09/14:05","15","09","14","05",229.621012658228,135.3799532,31086.0819474075
"15/09/14:06","15","09","14","06",230.779182879377,151.50670886,34964.5944714545
"15/09/14:07","15","09","14","07",231.508,306.37612295,70928.5234719086
"15/09/14:08","15","09","14","08",232.919277777778,564.7001727,131529.55638627
"15/09/14:09","15","09","14","09",232.536930693069,405.91461883,94390.1395861754
"15/09/14:10","15","09","14","10",232.305257731959,529.88286974,123094.576622701
"15/09/14:11","15","09","14","11",232.295537848606,199.28145518,46292.1928142909
"15/09/14:12","15","09","14","12",232.299133192389,644.18306398,149643.167379771
"15/09/14:13","15","09","14","13",232.107434210526,259.38321424,60204.7723345256
"15/09/14:14","15","09","14","14",232.291724137931,272.92935963,63399.2315163141
"15/09/14:15","15","09","14","15",232.450995260664,254.60079576,59182.2083685689
"15/09/14:16","15","09","14","16",232.003840909091,674.93315716,156587.084818019
"15/09/14:17","15","09","14","17",231.243404255319,322.87442251,74662.5806081826
"15/09/14:18","15","09","14","18",231.194412955466,302.36161755,69904.3166697373
"15/09/14:19","15","09","14","19",232.006642599278,292.21185614,67795.0916707446
"15/09/14:20","15","09","14","20",232.179773462783,296.75377219,68900.2236013006
"15/09/14:21","15","09","14","21",232.040681114551,318.30604595,73859.9517051176
"15/09/14:22","15","09","14","22",231.661925465839,177.13491034,41035.4143965831
"15/09/14:23","15","09","14","23",231.848235294118,225.17911165,52207.3796611496
"15/09/15:00","15","09","15","00",231.68662037037,129.35073091,29968.8336869751
"15/09/15:01","15","09","15","01",231.322151162791,135.15410135,31264.1374627558
"15/09/15:02","15","09","15","02",231.278130081301,126.87616649,29343.682537691
"15/09/15:03","15","09","15","03",231.707905405405,147.54583427,34187.5362099948
"15/09/15:04","15","09","15","04",232.079508196721,228.45985733,53020.8513318395
"15/09/15:05","15","09","15","05",231.251206030151,277.12039562,64084.4257026775
"15/09/15:06","15","09","15","06",230.901741935484,358.05376452,82675.2379342256
"15/09/15:07","15","09","15","07",231.394029850746,267.11185461,61808.0884591145
"15/09/15:08","15","09","15","08",231.382824074074,305.14150296,70604.5026970922
"15/09/15:09","15","09","15","09",231.221428571429,490.3412851,113377.412428372
"15/09/15:10","15","09","15","10",231.110073260073,302.78848429,69977.4687865684
"15/09/15:11","15","09","15","11",230.953529411765,391.62615796,90447.4433908313
"15/09/15:12","15","09","15","12",230.782418032787,393.57742618,90830.7500969411
"15/09/15:13","15","09","15","13",230.473251533742,273.51308327,63037.4496382561
"15/09/15:14","15","09","15","14",230.348616352201,355.57474757,81906.1511125327
"15/09/15:15","15","09","15","15",230.355549132948,403.81300836,93020.5672877955
"15/09/15:16","15","09","15","16",230.323294117647,339.75639424,78253.8119188908
"15/09/15:17","15","09","15","17",230.498345070423,580.5558172,133817.155085607
"15/09/15:18","15","09","15","18",230.658427419355,295.19100686,68088.2934306636
"15/09/15:19","15","09","15","19",230.951170212766,300.98869739,69513.6918830366
"15/09/15:20","15","09","15","20",231.39345844504,251.83583909,58273.1657674438
"15/09/15:21","15","09","15","21",231.599962686567,383.42278641,88800.7030257356
"15/09/15:22","15","09","15","22",231.633900928793,516.56534123,119654.045073718
"15/09/15:23","15","09","15","23",231.480858585859,175.6191,40652.4600520758
"15/09/16:00","15","09","16","00",231.27430976431,335.8531,77674.1938847037
"15/09/16:01","15","09","16","01",231.030765765766,401.22394,92695.0741017577
"15/09/16:02","15","09","16","02",230.394449541284,158.89605652,36608.7694762062
"15/09/16:03","15","09","16","03",228.465225988701,340.70938477,77840.2465879492
"15/09/16:04","15","09","16","04",227.474,202.6757,46103.4521818
"15/09/16:05","15","09","16","05",227.661586538462,241.70329579,55026.5557911264
"15/09/16:06","15","09","16","06",227.946086956522,225.5815,51420.4202147826
"15/09/16:07","15","09","16","07",229.140984615385,294.59876427,67504.6509113034
"15/09/16:08","15","09","16","08",229.202911392405,311.9174,71492.3761939494
"15/09/16:09","15","09","16","09",228.671867219917,324.04666873,74100.356804883
"15/09/16:10","15","09","16","10",227.886065088757,307.69922539,70120.3657049858
"15/09/16:11","15","09","16","11",228.034577777778,523.83769071,119453.106625141
"15/09/16:12","15","09","16","12",227.913204633205,433.89275425,98889.888088245
"15/09/16:13","15","09","16","13",227.907704402516,533.98443911,121699.167704225
"15/09/16:14","15","09","16","14",228.292876712329,228.37428,52136.2213483068
"15/09/16:15","15","09","16","15",228.39777385159,415.00755406,94786.8014788974
"15/09/16:16","15","09","16","16",228.931235059761,255.01617,58381.16675831
"15/09/16:17","15","09","16","17",229.24702811245,197.01229385,45164.4828667292
"15/09/16:18","15","09","16","18",229.38740608229,220.3275,50540.3537135957
"15/09/16:19","15","09","16","19",230.190848920863,508.87444256,117138.239927017
"15/09/16:20","15","09","16","20",230.866413043478,213.03532236,49182.7007248143
"15/09/16:21","15","09","16","21",230.292622478386,249.6479248,57492.0752984789
"15/09/16:22","15","09","16","22",230.277892271663,175.68551,40456.4889454721
"15/09/16:23","15","09","16","23",230.280301507538,125.2594,28844.7723986533
"15/09/17:00","15","09","17","00",230.150874125874,300.38566128,69134.0225184708
"15/09/17:01","15","09","17","01",229.855150214592,93.9378,21592.0871298283
"15/09/17:02","15","09","17","02",229.485770750988,102.5027,23522.9111135573
"15/09/17:03","15","09","17","03",229.175425531915,76.7117,17580.4364907766
"15/09/17:04","15","09","17","04",229.459722222222,166.80932121,38276.020508924
"15/09/17:05","15","09","17","05",229.991267605634,176.07959,40496.7681035803
"15/09/17:06","15","09","17","06",230.427180451128,380.8213471,87751.5892678533
"15/09/17:07","15","09","17","07",230.656490250696,468.77411647,108125.792425341
"15/09/17:08","15","09","17","08",231.244024960998,304.20949902,70346.6289847537
"15/09/17:09","15","09","17","09",231.792676923077,442.06917276,102468.396939211
"15/09/17:10","15","09","17","10",233.970433905146,669.57436092,156660.603756213
"15/09/17:11","15","09","17","11",234.352262156448,313.72719975,73522.6789614204
"15/09/17:12","15","09","17","12",234.755277922078,651.69918457,152989.823195322
"15/09/17:13","15","09","17","13",233.834502262443,732.22195387,171218.756128825
"15/09/17:14","15","09","17","14",233.339625,275.5914,64306.393929225
