"hourlyTime","year","month","day","hour","price","volumeBTC","volumeUSD"
"16/06/30:13","16","06","30","13",667.693678160919,1368.5863014,913796.421462415
"16/06/30:14","16","06","30","14",667.170644007156,873.92621229,583057.913868253
"16/06/30:15","16","06","30","15",670.08306763285,877.44410594,587960.438184639
"16/06/30:16","16","06","30","16",671.741048109966,1076.60610781,723200.51526188
"16/06/30:17","16","06","30","17",675.125144596651,1844.31171944,1245141.21626823
"16/06/30:18","16","06","30","18",670.935069306931,1078.22613297,723419.725252771
"16/06/30:19","16","06","30","19",674.421370629371,2065.91076448,1393294.36937857
"16/06/30:20","16","06","30","20",681.135540669856,2824.86201068,1924113.91296226
"16/06/30:21","16","06","30","21",685.780485865724,2698.49109761,1850572.53602332
"16/06/30:22","16","06","30","22",685.533424437299,1261.64042511,864896.681034188
"16/06/30:23","16","06","30","23",685.428118811881,553.8815234,379645.970628721
"16/07/01:00","16","07","01","00",683.46116117851,1427.40708429,975577.303303274
"16/07/01:01","16","07","01","01",674.719421875,3366.36716317,2271353.30615305
"16/07/01:02","16","07","01","02",676.712993197279,1046.0878394,707901.232947648
"16/07/01:03","16","07","01","03",677.486086956522,683.15262474,462826.39852918
"16/07/01:04","16","07","01","04",680.498214285714,578.39179972,393594.586866961
"16/07/01:05","16","07","01","05",679.78140077821,1277.08190356,868136.52531052
"16/07/01:06","16","07","01","06",678.969685714286,1278.01789831,867735.410752773
"16/07/01:07","16","07","01","07",678.707994011976,594.52424538,403508.357973344
"16/07/01:08","16","07","01","08",675.103203410475,4581.61158949,3093060.66084726
"16/07/01:09","16","07","01","09",673.206903114187,1731.02016783,1165334.72641303
"16/07/01:10","16","07","01","10",676.004468085106,781.50063181,528297.918914894
"16/07/01:11","16","07","01","11",679.7269168357,1517.63934762,1031580.31462629
"16/07/01:12","16","07","01","12",674.433959044369,6520.59215897,4397708.7850878
"16/07/01:13","16","07","01","13",674.484306839187,1223.23450959,825052.480302584
"16/07/01:14","16","07","01","14",673.24387888707,1374.21506051,925181.877762783
"16/07/01:15","16","07","01","15",675.825588822355,1356.42966246,916709.875328138
"16/07/01:16","16","07","01","16",677.109562594268,1138.25763191,770725.127262168
"16/07/01:17","16","07","01","17",676.119666666667,661.02001762,446928.633973229
"16/07/01:18","16","07","01","18",675.766679104478,177.87450117,120201.660953016
"16/07/01:19","16","07","01","19",678.282657004831,282.61188325,191690.739071949
"16/07/01:20","16","07","01","20",679.086583629893,803.74539091,545812.711621345
"16/07/01:21","16","07","01","21",677.555855855856,333.22971689,225781.746024008
"16/07/01:22","16","07","01","22",676.86914893617,314.39771562,212806.114199185
"16/07/01:23","16","07","01","23",678.207375,321.53718137,218068.887741847
"16/07/02:00","16","07","02","00",677.565,357.9217777,242515.269307301
"16/07/02:01","16","07","02","01",677.675,82.73781519,56069.3489088833
"16/07/02:02","16","07","02","02",677.6836,109.38924156,74131.2950216504
"16/07/02:03","16","07","02","03",687.006116666667,4229.71768199,2905841.91930028
"16/07/02:04","16","07","02","04",691.658401697313,2820.93145839,1951120.9438077
"16/07/02:05","16","07","02","05",692.183930099857,2715.85584345,1879871.77130388
"16/07/02:06","16","07","02","06",692.780514064016,937.90041125,649759.129046627
"16/07/02:07","16","07","02","07",695.07465849387,2428.31249375,1687858.47730968
"16/07/02:08","16","07","02","08",692.061640816327,3449.38477512,2387186.8872764
"16/07/02:09","16","07","02","09",690.950658436214,515.76268012,356366.56342574
"16/07/02:10","16","07","02","10",693.613210227273,623.77851858,432661.020743086
"16/07/02:11","16","07","02","11",692.930728476821,222.85882978,154425.731266947
"16/07/02:12","16","07","02","12",694.520895061728,547.13697922,379998.064529245
"16/07/02:13","16","07","02","13",694.876084507042,650.87446727,452277.101322185
"16/07/02:14","16","07","02","14",696.519839572192,416.14335015,289852.099485513
"16/07/02:15","16","07","02","15",701.678125643666,3558.33489032,2496805.7562522
"16/07/02:16","16","07","02","16",701.195679012346,2135.55096014,1497439.10556083
"16/07/02:17","16","07","02","17",702.462643312102,1166.52988301,819443.665121762
"16/07/02:18","16","07","02","18",701.711945636624,2943.22981445,2065299.51955343
"16/07/02:19","16","07","02","19",701.46650887574,326.30743335,228893.736092228
"16/07/02:20","16","07","02","20",688.632211740042,5380.83527476,3705416.49626682
"16/07/02:21","16","07","02","21",687.847637906648,1507.18317128,1036712.3842576
"16/07/02:22","16","07","02","22",691.389083333333,612.50767568,423481.120423026
"16/07/02:23","16","07","02","23",690.112516778524,577.92036985,398830.080934759
"16/07/03:00","16","07","03","00",690.497586206897,548.76150513,378918.494695529
"16/07/03:01","16","07","03","01",679.931269035533,3311.15630452,2251358.70810729
"16/07/03:02","16","07","03","02",672.792159783345,4275.59555573,2876587.16829966
"16/07/03:03","16","07","03","03",673.49842519685,729.03889972,491006.550868665
"16/07/03:04","16","07","03","04",675.976746987952,1992.48431841,1346873.0679833
"16/07/03:05","16","07","03","05",679.506580882353,383.21229093,260395.273561938
"16/07/03:06","16","07","03","06",676.015835240275,854.53561434,577679.607070616
"16/07/03:07","16","07","03","07",676.233549382716,399.39282739,270082.829263938
"16/07/03:08","16","07","03","08",665.459758131776,3467.47449513,2307464.73885731
"16/07/03:09","16","07","03","09",654.58852238806,7484.87217475,4899511.41713311
"16/07/03:10","16","07","03","10",652.900660377358,2990.54065178,1952525.9664325
"16/07/03:11","16","07","03","11",654.488523725835,1365.17343473,893490.345926165
"16/07/03:12","16","07","03","12",658.086559485531,517.9266362,340840.558082772
"16/07/03:13","16","07","03","13",664.60074742268,1701.47777672,1130803.40213119
"16/07/03:14","16","07","03","14",661.585178947368,1066.52408578,705596.52814244
"16/07/03:15","16","07","03","15",658.933186372745,863.5910412,569048.796500873
"16/07/03:16","16","07","03","16",662.296,466.05985698,308669.579038426
"16/07/03:17","16","07","03","17",660.893217391304,877.94542974,580228.17975486
"16/07/03:18","16","07","03","18",656.817915309446,856.48236825,562552.963613262
"16/07/03:19","16","07","03","19",652.400305206463,4264.04616812,2781865.02149594
"16/07/03:20","16","07","03","20",665.918744186047,1178.9111087,785059.005012484
"16/07/03:21","16","07","03","21",670.479574468085,1891.29492715,1268074.61794918
"16/07/03:22","16","07","03","22",672.845604938272,665.19571709,447574.014667768
"16/07/03:23","16","07","03","23",670.598818897638,594.89832563,398938.11453166
"16/07/04:00","16","07","04","00",672.57072243346,349.32366024,234944.866530717
"16/07/04:01","16","07","04","01",672.349738562091,243.41330977,163658.875186393
"16/07/04:02","16","07","04","02",671.284245524297,634.34413089,425825.221307259
"16/07/04:03","16","07","04","03",669.871028037383,1237.56545279,829009.242123987
"16/07/04:04","16","07","04","04",669.790909090909,412.5947797,276352.232581426
"16/07/04:05","16","07","04","05",668.38464,617.18815256,412519.081161081
"16/07/04:06","16","07","04","06",669.496032388664,333.96878225,223590.774658049
"16/07/04:07","16","07","04","07",677.352541436464,1835.40503271,1243216.2634714
"16/07/04:08","16","07","04","08",677.889042316258,579.17843277,392618.713120687
"16/07/04:09","16","07","04","09",676.107865168539,871.04575225,588920.884017872
"16/07/04:10","16","07","04","10",668.161115760112,1200.18239332,801915.207036332
"16/07/04:11","16","07","04","11",667.879166666667,460.06348841,307266.81925303
"16/07/04:12","16","07","04","12",668.853774647887,468.75906721,313531.271503831
"16/07/04:13","16","07","04","13",672.823443579766,789.14133701,530952.791838209
"16/07/04:14","16","07","04","14",671.655796703297,608.84256919,408932.640876191
"16/07/04:15","16","07","04","15",676.023333333333,768.80018034,519726.860580715
"16/07/04:16","16","07","04","16",677.88116751269,978.89950054,663577.536303645
"16/07/04:17","16","07","04","17",680.821148748159,1684.87351772,1147097.52382948
"16/07/04:18","16","07","04","18",680.998157099698,740.19825889,504073.650192495
"16/07/04:19","16","07","04","19",677.58308310992,612.07207703,414729.68503948
"16/07/04:20","16","07","04","20",678.345294117647,188.44179916,127828.607675249
"16/07/04:21","16","07","04","21",679.003035714286,272.65773157,185135.427447001
"16/07/04:22","16","07","04","22",675.381043338684,842.42664597,568958.987091527
"16/07/04:23","16","07","04","23",673.593263473054,210.6754815,141909.585117342
"16/07/05:00","16","07","05","00",674.813846153846,226.47573056,152828.958799696
"16/07/05:01","16","07","05","01",674.194095238095,554.3969937,373771.179570291
"16/07/05:02","16","07","05","02",672.963144758735,1952.4132228,1313902.14228403
"16/07/05:03","16","07","05","03",672.110225321888,2256.3482176,1516514.70893578
"16/07/05:04","16","07","05","04",672.07478021978,409.68197607,275336.92402725
"16/07/05:05","16","07","05","05",669.917166947723,1343.4943284,900029.914292062
"16/07/05:06","16","07","05","06",673.102103174603,277.91928813,187068.057353092
"16/07/05:07","16","07","05","07",671.684139344262,526.96255412,353952.389630747
"16/07/05:08","16","07","05","08",666.025056390977,2411.86186494,1606360.43460391
"16/07/05:09","16","07","05","09",663.635125786163,712.55680123,472877.722414057
"16/07/05:10","16","07","05","10",668.398080808081,556.12719087,371714.347062697
"16/07/05:11","16","07","05","11",669.026125541126,637.78770143,426696.634805493
"16/07/05:12","16","07","05","12",670.120515695067,761.13812476,510054.272679348
"16/07/05:13","16","07","05","13",669.41332326284,416.9205906,279092.198090252
"16/07/05:14","16","07","05","14",668.768583569405,455.65754929,304729.45383138
"16/07/05:15","16","07","05","15",669.686102236422,318.85151468,213530.428058228
"16/07/05:16","16","07","05","16",667.841172839506,483.61051372,322975.012680281
"16/07/05:17","16","07","05","17",666.64776371308,236.18482929,157452.088269134
"16/07/05:18","16","07","05","18",669.44109540636,371.39375701,248626.243519858
"16/07/05:19","16","07","05","19",674.857992424242,1895.35858531,1279097.88980636
"16/07/05:20","16","07","05","20",676.183312883436,495.26036837,334886.796624297
"16/07/05:21","16","07","05","21",677.31409375,517.43680518,350467.240773387
"16/07/05:22","16","07","05","22",677.232229166667,422.44610171,286094.115163832
"16/07/05:23","16","07","05","23",677.712470930233,874.98228745,592986.408047926
"16/07/06:00","16","07","06","00",673.928386075949,396.55238806,267247.910879839
"16/07/06:01","16","07","06","01",671.540243161094,312.06633458,209565.102206245
"16/07/06:02","16","07","06","02",672.44438247012,209.43005403,140830.063352887
"16/07/06:03","16","07","06","03",670.296864754098,678.80862393,455003.292388323
"16/07/06:04","16","07","06","04",668.419833333333,481.5836419,321900.057654858
"16/07/06:05","16","07","06","05",669.84976109215,403.83966106,270511.900480576
"16/07/06:06","16","07","06","06",670.905159817352,144.55400993,96982.0311343257
"16/07/06:07","16","07","06","07",670.099364303179,794.37844516,532312.491117863
"16/07/06:08","16","07","06","08",671.408406779661,422.26616803,283513.055113975
"16/07/06:09","16","07","06","09",675.156344086021,1077.34965187,727379.452258897
"16/07/06:10","16","07","06","10",673.303413897281,676.78639073,455682.587357728
"16/07/06:11","16","07","06","11",673.8405,404.67198403,272684.372054767
"16/07/06:12","16","07","06","12",675.736380952381,762.9277987,515538.069621505
"16/07/06:13","16","07","06","13",673.729915254237,593.79697871,400058.78814451
"16/07/06:14","16","07","06","14",673.000610687023,309.01505151,207967.318377712
"16/07/06:15","16","07","06","15",677.203266331658,2169.56161147,1469234.20979526
"16/07/06:16","16","07","06","16",677.471055718475,1227.42021433,831541.668412342
"16/07/06:17","16","07","06","17",676.313381294964,280.85079179,189943.148634863
"16/07/06:18","16","07","06","18",676.735148514852,181.63095893,122916.053966388
"16/07/06:19","16","07","06","19",679.155716064757,1133.04643581,769514.963447161
"16/07/06:20","16","07","06","20",678.555323275862,734.51964559,498412.215565794
"16/07/06:21","16","07","06","21",673.716857142857,1056.82437529,712000.396672342
"16/07/06:22","16","07","06","22",648.334496379197,15977.76659908,10358937.2612789
"16/07/06:23","16","07","06","23",640.713449367089,2709.88640878,1736260.66836243
"16/07/07:00","16","07","07","00",635.379409817981,5353.46831553,3401483.53880071
"16/07/07:01","16","07","07","01",640.019297082228,2004.42650376,1282871.64198946
"16/07/07:02","16","07","07","02",640.333283950617,1395.12631516,893345.814912327
"16/07/07:03","16","07","07","03",643.378352,1175.76660784,756462.782488729
"16/07/07:04","16","07","07","04",641.86998003992,1690.93088238,1085357.77172214
"16/07/07:05","16","07","07","05",644.219090909091,1589.1931459,1023788.56373066
"16/07/07:06","16","07","07","06",641.446206349206,2031.93159216,1303374.81135213
"16/07/07:07","16","07","07","07",639.136923076923,1880.4284344,1201851.24362877
"16/07/07:08","16","07","07","08",636.747779456193,3034.41155107,1932154.81710005
"16/07/07:09","16","07","07","09",637.904202898551,841.58798226,536852.510992565
"16/07/07:10","16","07","07","10",625.657250922509,8959.09805344,5605324.65886047
"16/07/07:11","16","07","07","11",617.961396997498,5368.13209918,3317298.41127638
"16/07/07:12","16","07","07","12",619.349934725849,1230.9817102,762408.441861083
"16/07/07:13","16","07","07","13",620.190875232775,1097.40709873,680601.869048019
"16/07/07:14","16","07","07","14",621.115125376128,5010.99653567,3112405.74151202
"16/07/07:15","16","07","07","15",618.434953464323,5247.98329269,3245536.30339628
"16/07/07:16","16","07","07","16",634.351302657161,5092.43664816,3230393.82145936
"16/07/07:17","16","07","07","17",638.169550102249,930.04548402,593526.708111672
"16/07/07:18","16","07","07","18",643.856720475786,3011.31802248,1938857.3462636
"16/07/07:19","16","07","07","19",643.637403189066,657.20714663,423003.101214229
"16/07/07:20","16","07","07","20",643.543259259259,548.89286605,353236.304001973
"16/07/07:21","16","07","07","21",640.164757894737,1288.34558071,824753.436759971
"16/07/07:22","16","07","07","22",638.10045751634,387.30455096,247139.211165737
"16/07/07:23","16","07","07","23",636.436655405405,936.46296578,595999.35785205
"16/07/08:00","16","07","08","00",638.152772277228,303.10158242,193425.115102938
"16/07/08:01","16","07","08","01",642.017790697674,1848.67000119,1186879.02989307
"16/07/08:02","16","07","08","02",640.417678018576,559.18757223,358113.606584381
"16/07/08:03","16","07","08","03",638.235,423.13028299,270056.556164123
"16/07/08:04","16","07","08","04",640.853735849057,332.24891379,212922.957634113
"16/07/08:05","16","07","08","05",641.451014925373,540.08618541,346438.831778418
"16/07/08:06","16","07","08","06",646.083187086093,2610.59962021,1686664.52283102
"16/07/08:07","16","07","08","07",652.031703431373,6733.9503851,4390749.1404191
"16/07/08:08","16","07","08","08",650.180453020134,1351.71036413,878855.656902054
"16/07/08:09","16","07","08","09",649.764462616822,818.98327031,532146.224525145
"16/07/08:10","16","07","08","10",652.123615494978,1407.66800142,917973.546502601
"16/07/08:11","16","07","08","11",653.780148367953,545.22785091,356459.14526228
"16/07/08:12","16","07","08","12",652.963218390805,1580.07195322,1031728.86786358
"16/07/08:13","16","07","08","13",654.480396039604,386.13924606,252720.566687783
"16/07/08:14","16","07","08","14",657.436114708603,1693.12839258,1113123.75212062
"16/07/08:15","16","07","08","15",658.891474201474,1651.99209525,1088483.50700845
"16/07/08:16","16","07","08","16",659.126543478261,824.24845811,543284.03716133
"16/07/08:17","16","07","08","17",664.163250283126,2408.81395689,1599845.70693542
"16/07/08:18","16","07","08","18",661.860744525547,1798.55801887,1190394.94944169
"16/07/08:19","16","07","08","19",659.384411764706,2838.22639455,1871482.24162541
"16/07/08:20","16","07","08","20",655.980975975976,1836.86142644,1204946.15124873
"16/07/08:21","16","07","08","21",655.079054263566,1336.10696866,875255.689424753
"16/07/08:22","16","07","08","22",654.394825581395,260.66687497,170579.054180841
"16/07/08:23","16","07","08","23",658.262731707317,814.41885699,536101.581556188
"16/07/09:00","16","07","09","00",656.764414414414,562.85296517,369661.798071292
"16/07/09:01","16","07","09","01",655.496783919598,213.17347103,139734.524677143
"16/07/09:02","16","07","09","02",650.232301587302,1408.36376284,915763.610983606
"16/07/09:03","16","07","09","03",646.015996204934,1062.10779356,686138.624333687
"16/07/09:04","16","07","09","04",649.491413793103,503.0453427,326723.630832259
"16/07/09:05","16","07","09","05",649.924773869347,451.82330318,293651.158148163
"16/07/09:06","16","07","09","06",647.377043701799,1484.98979308,961348.302171477
"16/07/09:07","16","07","09","07",648.540205479452,698.48480422,452995.478453114
"16/07/09:08","16","07","09","08",658.364467054264,3125.93386693,2058003.78434824
"16/07/09:09","16","07","09","09",658.405840266223,1012.33227507,666525.48219608
"16/07/09:10","16","07","09","10",637.440748022057,13926.41131941,8877262.04870755
"16/07/09:11","16","07","09","11",637.350395962733,4110.39215241,2619760.06590062
"16/07/09:12","16","07","09","12",639.494294294294,3953.61154058,2528312.02205698
"16/07/09:13","16","07","09","13",639.219086294416,1390.34130512,888732.698696193
"16/07/09:14","16","07","09","14",639.257007672634,452.00043783,288944.447353926
"16/07/09:15","16","07","09","15",647.186855491329,1768.48870826,1144542.64607071
"16/07/09:16","16","07","09","16",652.806486486487,1386.8266014,905329.401025929
"16/07/09:17","16","07","09","17",649.916466431095,487.14069515,316600.759246675
"16/07/09:18","16","07","09","18",647.824660766962,541.16371957,350579.203049822
"16/07/09:19","16","07","09","19",648.187837837838,478.04887779,309865.468475505
"16/07/09:20","16","07","09","20",646.353815789474,353.33907497,228382.059374382
"16/07/09:21","16","07","09","21",648.382025316456,476.53470423,308976.536662226
"16/07/09:22","16","07","09","22",646.447314285714,329.44711186,212970.200661082
"16/07/09:23","16","07","09","23",645.875,152.81703842,98700.7046895175
"16/07/10:00","16","07","10","00",642.378948787062,1159.23479687,744668.030210734
"16/07/10:01","16","07","10","01",644.061022727273,442.93089792,285274.527111864
"16/07/10:02","16","07","10","02",645.550308641975,298.44066249,192658.461781735
"16/07/10:03","16","07","10","03",646.751556420233,617.86275046,399603.695514091
"16/07/10:04","16","07","10","04",645.942673267327,376.45811649,243170.362138733
"16/07/10:05","16","07","10","05",644.651506024096,176.83188536,113994.941210404
