,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,482120,BTC.TOP,2485,998719,999303,3995460,0.00123781,12.5 + 4.94560797 BTC,2017/08/26 23:49,BU  NYA
2,482119,GBMiners,1999,998215,998470,3993115,0.00107934,12.5 + 4.30993004 BTC,2017/08/26 23:26,NYA
3,482118,BTCC,1958,989045,989191,3956326,0.00058656,12.5 + 2.32062294 BTC,2017/08/26 23:13,SW  NYA
4,482117,BTC.com,2740,998074,998767,3992989,0.00077615,12.5 + 3.09915993 BTC,2017/08/26 23:12,SW  NYA
5,482116,BTC.com,2472,998152,998733,3993189,0.00080131,12.5 + 3.19977467 BTC,2017/08/26 23:06,SW  NYA
6,482115,BTCC,2550,989183,989219,3956768,0.00076102,12.5 + 3.01119324 BTC,2017/08/26 22:59,NYA
7,482114,SlushPool,2079,998103,998467,3992776,0.00081777,12.5 + 3.26515761 BTC,2017/08/26 22:55,
8,482113,ViaBTC,1909,998233,999145,3993844,0.00088797,12.5 + 3.54642943 BTC,2017/08/26 22:52,NYA
9,482112,AntPool,2125,998420,999219,3994479,0.00127536,12.5 + 5.09439542 BTC,2017/08/26 22:45,SWBU  NYA
10,482111,AntPool,2250,999192,999228,3996804,0.00069196,12.5 + 2.76561751 BTC,2017/08/26 22:02,SWBU  NYA
11,482110,AntPool,2181,999033,999179,3996278,0.00099821,12.5 + 3.98913378 BTC,2017/08/26 22:00,SWBU  NYA
12,482109,BW.COM,464,999116,999152,3996500,0.00063519,12.5 + 2.53854200 BTC,2017/08/26 21:51,SW  NYA
13,482108,BTC.com,981,998214,998250,3992892,0.00074279,12.5 + 2.96589504 BTC,2017/08/26 21:50,SW  NYA
14,482107,BTC.TOP,2777,998570,999264,3994974,0.00108724,12.5 + 4.34349641 BTC,2017/08/26 21:50,BU  NYA
15,482106,BTC.com,2633,998121,998809,3993172,0.00105921,12.5 + 4.22960595 BTC,2017/08/26 21:37,SW  NYA
16,482105,AntPool,2556,998869,999340,3995947,0.00097213,12.5 + 3.88459284 BTC,2017/08/26 21:29,SWBU  NYA
17,482104,BTC.com,2417,998160,998527,3993007,0.00119379,12.5 + 4.76680485 BTC,2017/08/26 21:26,SW  NYA
18,482103,AntPool,2235,999106,999252,3996570,0.00116516,12.5 + 4.65665548 BTC,2017/08/26 21:09,SWBU  NYA
19,482102,BitClub,2541,998032,998505,3992601,0.00122910,12.5 + 4.90732494 BTC,2017/08/26 20:44,NYA
20,482101,BitClub,2326,998041,999057,3993180,0.00119247,12.5 + 4.76173521 BTC,2017/08/26 20:14,NYA
21,482100,BW.COM,1727,999204,999240,3996852,0.00092635,12.5 + 3.70249389 BTC,2017/08/26 19:37,SW  NYA
22,482099,BitFury,2527,998019,998495,3992552,0.00110433,12.5 + 4.40909796 BTC,2017/08/26 19:27,NYA
23,482098,AntPool,2137,998069,999197,3993404,0.00127304,12.5 + 5.08375683 BTC,2017/08/26 19:15,SWBU  NYA
24,482097,BTC.TOP,2328,999096,999241,3996529,0.00096035,12.5 + 3.83805380 BTC,2017/08/26 18:44,BU  NYA
25,482096,AntPool,2277,999195,999231,3996816,0.00091105,12.5 + 3.64130944 BTC,2017/08/26 18:40,SWBU  NYA
