,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,441801,AntPool,2398,998106,998106,3992424,0.00016596,12.5 + 0.66260199 BTC,2016/12/03 23:55,
2,441800,AntPool,2336,998192,998192,3992768,0.00018228,12.5 + 0.72778205 BTC,2016/12/03 23:53,
3,441799,BW.COM,1718,998124,998124,3992496,0.00017719,12.5 + 0.70744526 BTC,2016/12/03 23:49,
4,441798,AntPool,1704,997893,997893,3991572,0.00019358,12.5 + 0.77270549 BTC,2016/12/03 23:45,
5,441797,F2Pool,733,999817,999817,3999268,0.00021349,12.5 + 0.85379273 BTC,2016/12/03 23:41,
6,441796,Bixin,2078,998163,998163,3992652,0.00026395,12.5 + 1.05385124 BTC,2016/12/03 23:35,
7,441795,AntPool,2426,998127,998127,3992508,0.00018946,12.5 + 0.75641937 BTC,2016/12/03 22:51,
8,441794,BitClub,2110,998171,998171,3992684,0.00022991,12.5 + 0.91796515 BTC,2016/12/03 22:43,SW
9,441793,BW.COM,2032,998093,998093,3992372,0.00023351,12.5 + 0.93227103 BTC,2016/12/03 22:21,
10,441792,BW.COM,2256,900223,900223,3600892,0.00019972,12.5 + 0.71917746 BTC,2016/12/03 21:55,
11,441791,BW.COM,2847,998075,998075,3992300,0.00015716,12.5 + 0.62743883 BTC,2016/12/03 21:42,
12,441790,BW.COM,2668,998142,998142,3992568,0.00019216,12.5 + 0.76722220 BTC,2016/12/03 21:41,
13,441789,BTCC,1572,998788,998788,3995152,0.00020396,12.5 + 0.81483563 BTC,2016/12/03 21:31,SW
14,441788,BitClub,1575,998156,998156,3992624,0.00023613,12.5 + 0.94277329 BTC,2016/12/03 21:26,SW
15,441787,BW.COM,2417,998162,998162,3992648,0.00027054,12.5 + 1.08016385 BTC,2016/12/03 21:11,
16,441786,F2Pool,843,704038,704038,2816152,0.00011779,12.5 + 0.33171421 BTC,2016/12/03 20:32,
17,441785,ViaBTC,1541,999126,999126,3996504,0.00019508,12.5 + 0.77965095 BTC,2016/12/03 20:32,
18,441784,BW.COM,849,327878,327878,1311512,0.00020518,12.5 + 0.26910177 BTC,2016/12/03 20:21,
19,441783,AntPool,2199,938510,938510,3754040,0.00016551,12.5 + 0.62131531 BTC,2016/12/03 20:16,
20,441782,AntPool,2727,998135,998135,3992540,0.00020099,12.5 + 0.80247716 BTC,2016/12/03 20:07,
21,441781,AntPool,2366,998013,998013,3992052,0.00021807,12.5 + 0.87053419 BTC,2016/12/03 19:55,
22,441780,AntPool,9,2192,2192,8768,0.00162386,12.5 + 0.01423800 BTC,2016/12/03 19:45,
23,441779,BW.COM,1929,733083,733083,2932332,0.00021426,12.5 + 0.62828263 BTC,2016/12/03 19:35,
24,441778,F2Pool,1234,535545,535545,2142180,0.00020541,12.5 + 0.44002327 BTC,2016/12/03 19:23,
25,441777,ViaBTC,1104,975040,975040,3900160,0.00009187,12.5 + 0.35830617 BTC,2016/12/03 19:17,
26,441776,BTCC,1974,932375,932375,3729500,0.00014469,12.5 + 0.53962972 BTC,2016/12/03 19:12,SW
27,441775,AntPool,1968,998194,998194,3992776,0.00013831,12.5 + 0.55223539 BTC,2016/12/03 19:04,
28,441774,F2Pool,775,999827,999827,3999308,0.00008943,12.5 + 0.35765146 BTC,2016/12/03 18:56,
29,441773,BTCC,2778,998864,998864,3995456,0.00016502,12.5 + 0.65932092 BTC,2016/12/03 18:53,SW
