,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,203023,BitMinter,13,6007,6007,24028,0.00021850,50 + 0.00525000 BTC,2012/10/12 23:58,V 1
2,203022,BTC Guild,255,89858,89858,359432,0.00042991,50 + 0.15452500 BTC,2012/10/12 23:57,V 1
3,203021,unknown,403,179506,179506,718024,0.00026190,50 + 0.18805000 BTC,2012/10/12 23:51,V 2
4,203020,unknown,1023,434046,434046,1736184,0.00030088,50 + 0.52237885 BTC,2012/10/12 23:42,V 2
5,203019,SlushPool,128,84366,84366,337464,0.00046161,50 + 0.15577508 BTC,2012/10/12 22:57,V 1
6,203018,unknown,354,178185,178185,712740,0.00043685,50 + 0.31135924 BTC,2012/10/12 22:50,V 1
7,203017,unknown,126,49102,49102,196408,0.00030846,50 + 0.06058494 BTC,2012/10/12 22:39,V 1
8,203016,SlushPool,132,64079,64079,256316,0.00034684,50 + 0.08890000 BTC,2012/10/12 22:29,V 2
9,203015,BTC Guild,81,38272,38272,153088,0.00029901,50 + 0.04577500 BTC,2012/10/12 22:19,V 1
10,203014,unknown,20,9252,9252,37008,0.00018915,50 + 0.00700000 BTC,2012/10/12 22:20,V 2
11,203013,SlushPool,378,226549,226549,906196,0.00024893,50 + 0.22557500 BTC,2012/10/12 22:19,V 1
12,203012,unknown,128,49108,49108,196432,0.00010640,50 + 0.02090000 BTC,2012/10/12 22:10,V 1
13,203011,unknown,481,242244,242244,968976,0.00038004,50 + 0.36825000 BTC,2012/10/12 22:07,V 1
14,203010,CoinLab,118,53965,53965,215860,0.00022086,50 + 0.04767500 BTC,2012/10/12 21:51,V 1
15,203009,unknown,682,249195,249195,996780,0.00039175,50 + 0.39048825 BTC,2012/10/12 21:43,V 1
16,203008,unknown,590,251681,251681,1006724,0.00062990,50 + 0.63413307 BTC,2012/10/12 21:34,V 1
17,203007,unknown,382,164326,164326,657304,0.00040925,50 + 0.26900010 BTC,2012/10/12 20:46,V 2
18,203006,unknown,111,49213,49213,196852,0.00027203,50 + 0.05355000 BTC,2012/10/12 20:40,V 1
19,203005,unknown,89,40517,40517,162068,0.00025591,50 + 0.04147510 BTC,2012/10/12 20:37,V 1
20,203004,unknown,146,84906,84906,339624,0.00031410,50 + 0.10667500 BTC,2012/10/12 20:35,V 1
21,203003,BTC Guild,550,249146,249146,996584,0.00056027,50 + 0.55835539 BTC,2012/10/12 20:32,V 2
22,203002,BitMinter,255,78587,78587,314348,0.00037999,50 + 0.11945000 BTC,2012/10/12 20:18,V 1
23,203001,unknown,651,249054,249054,996216,0.00041088,50 + 0.40932500 BTC,2012/10/12 20:17,V 1
24,203000,unknown,124,49361,49361,197444,0.00018385,50 + 0.03630064 BTC,2012/10/12 20:13,V 1
25,202999,BitMinter,1,249,249,996,0.00000000,50 + 0.00000000 BTC,2012/10/12 20:04,V 1
26,202998,unknown,672,249092,249092,996368,0.00042956,50 + 0.42800000 BTC,2012/10/12 19:57,V 1
27,202997,unknown,368,259205,259205,1036820,0.00049589,50 + 0.51415000 BTC,2012/10/12 19:43,V 1
28,202996,unknown,99,50389,50389,201556,0.00102478,50 + 0.20655000 BTC,2012/10/12 19:18,V 1
29,202995,OzCoin,251,121685,121685,486740,0.00035229,50 + 0.17147500 BTC,2012/10/12 19:11,V 1
30,202994,BTC Guild,80,38360,38360,153440,0.00070060,50 + 0.10750000 BTC,2012/10/12 19:08,V 1
31,202993,SlushPool,274,128382,128382,513528,0.00027808,50 + 0.14280000 BTC,2012/10/12 19:01,V 1
32,202992,unknown,767,399813,399813,1599252,0.00023905,50 + 0.38230000 BTC,2012/10/12 18:59,V 2
33,202991,unknown,134,49107,49107,196428,0.00009558,50 + 0.01877500 BTC,2012/10/12 18:40,V 1
34,202990,BTC Guild,526,196348,196348,785392,0.00037602,50 + 0.29532500 BTC,2012/10/12 18:33,V 1
35,202989,SlushPool,699,363877,363877,1455508,0.00028993,50 + 0.42200000 BTC,2012/10/12 18:22,V 1
36,202988,unknown,456,219255,219255,877020,0.00034241,50 + 0.30030010 BTC,2012/10/12 17:59,V 1
37,202987,unknown,959,476181,476181,1904724,0.00015836,50 + 0.30162510 BTC,2012/10/12 17:44,V 2
38,202986,Eligius,32,19587,19587,78348,0.00137847,50 + 0.10800000 BTC,2012/10/12 17:39,V 2
39,202985,unknown,367,138806,138806,555224,0.00036922,50 + 0.20500000 BTC,2012/10/12 17:31,V 1
40,202984,unknown,13,3580,3580,14320,0.00109638,50 + 0.01570010 BTC,2012/10/12 17:35,V 1
41,202983,BitMinter,384,143449,143449,573796,0.00033689,50 + 0.19330814 BTC,2012/10/12 17:14,V 1
42,202982,BitMinter,104,94260,94260,377040,0.00016895,50 + 0.06370000 BTC,2012/10/12 17:26,V 1
43,202981,unknown,11,3456,3456,13824,0.00006510,50 + 0.00090000 BTC,2012/10/12 16:56,V 1
44,202980,unknown,287,197025,197025,788100,0.00034517,50 + 0.27202500 BTC,2012/10/12 16:48,V 1
45,202979,unknown,123,49195,49195,196780,0.00021547,50 + 0.04240010 BTC,2012/10/12 16:38,V 1
46,202978,BTC Guild,724,249104,249104,996416,0.00047681,50 + 0.47510557 BTC,2012/10/12 16:18,V 1
47,202977,BitMinter,1,249,249,996,0.00000000,50 + 0.00000000 BTC,2012/10/12 15:28,V 1
48,202976,unknown,11,3566,3566,14264,0.00000000,50 + 0.00000000 BTC,2012/10/12 15:18,V 1
49,202975,unknown,70,30576,30576,122304,0.00010728,50 + 0.01312074 BTC,2012/10/12 15:10,V 1
50,202974,unknown,490,216737,216737,866948,0.00056249,50 + 0.48765000 BTC,2012/10/12 15:09,V 1
51,202973,unknown,23,33896,33896,135584,0.00010082,50 + 0.01367019 BTC,2012/10/12 14:39,V 2
52,202972,SlushPool,441,193959,193959,775836,0.00027435,50 + 0.21285000 BTC,2012/10/12 14:38,V 1
53,202971,unknown,451,322813,322813,1291252,0.00010354,50 + 0.13369488 BTC,2012/10/12 14:17,V 2
54,202970,BTC Guild,135,59149,59149,236596,0.00046471,50 + 0.10994969 BTC,2012/10/12 14:06,V 1
