,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,98806,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 22:35,V 1
2,98805,unknown,6,1940,1940,7760,0.00000000,50 + 0.00000000 BTC,2010/12/21 22:33,V 1
3,98804,unknown,3,731,731,2924,0.00000000,50 + 0.00000000 BTC,2010/12/21 22:19,V 1
4,98803,unknown,7,1937,1937,7748,0.00000000,50 + 0.00000000 BTC,2010/12/21 22:18,V 1
5,98802,unknown,2,373,373,1492,0.00000000,50 + 0.00000000 BTC,2010/12/21 22:12,V 1
6,98801,unknown,4,2211,2211,8844,0.00000000,50 + 0.00000000 BTC,2010/12/21 22:10,V 1
7,98800,unknown,4,955,955,3820,0.00000000,50 + 0.00000000 BTC,2010/12/21 21:58,V 1
8,98799,unknown,9,2965,2965,11860,0.00084317,50 + 0.01000000 BTC,2010/12/21 21:44,V 1
9,98798,unknown,10,3088,3088,12352,0.00000000,50 + 0.00000000 BTC,2010/12/21 21:19,V 1
10,98797,unknown,9,2999,2999,11996,0.00000000,50 + 0.00000000 BTC,2010/12/21 21:16,V 1
11,98796,unknown,7,2958,2958,11832,0.00000000,50 + 0.00000000 BTC,2010/12/21 20:57,V 1
12,98795,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 20:43,V 1
13,98794,unknown,6,3530,3530,14120,0.00000000,50 + 0.00000000 BTC,2010/12/21 20:42,V 1
14,98793,unknown,3,731,731,2924,0.00000000,50 + 0.00000000 BTC,2010/12/21 20:33,V 1
15,98792,unknown,5,1329,1329,5316,0.00000000,50 + 0.00000000 BTC,2010/12/21 20:24,V 1
16,98791,unknown,5,1538,1538,6152,0.00000000,50 + 0.00000000 BTC,2010/12/21 20:10,V 1
17,98790,unknown,8,2523,2523,10092,0.00000000,50 + 0.00000000 BTC,2010/12/21 19:57,V 1
18,98789,unknown,6,3091,3091,12364,0.00000000,50 + 0.00000000 BTC,2010/12/21 19:51,V 1
19,98788,unknown,8,2822,2822,11288,0.00000000,50 + 0.00000000 BTC,2010/12/21 19:36,V 1
20,98787,unknown,2,978,978,3912,0.00000000,50 + 0.00000000 BTC,2010/12/21 19:26,V 1
21,98786,unknown,7,2450,2450,9800,0.00000000,50 + 0.00000000 BTC,2010/12/21 19:12,V 1
22,98785,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/12/21 18:55,V 1
23,98784,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 18:34,V 1
24,98783,unknown,5,1244,1244,4976,0.00000000,50 + 0.00000000 BTC,2010/12/21 18:33,V 1
25,98782,unknown,5,3014,3014,12056,0.00000000,50 + 0.00000000 BTC,2010/12/21 18:24,V 1
26,98781,unknown,12,3054,3054,12216,0.00000000,50 + 0.00000000 BTC,2010/12/21 18:21,V 1
27,98780,unknown,12,2986,2986,11944,0.00000000,50 + 0.00000000 BTC,2010/12/21 18:01,V 1
28,98779,unknown,12,3130,3130,12520,0.00159744,50 + 0.02000000 BTC,2010/12/21 18:00,V 1
29,98778,unknown,3,592,592,2368,0.00000000,50 + 0.00000000 BTC,2010/12/21 17:37,V 1
30,98777,unknown,6,1370,1370,5480,0.00000000,50 + 0.00000000 BTC,2010/12/21 17:24,V 1
31,98776,unknown,3,663,663,2652,0.00000000,50 + 0.00000000 BTC,2010/12/21 17:20,V 1
32,98775,unknown,2,472,472,1888,0.00000000,50 + 0.00000000 BTC,2010/12/21 17:18,V 1
33,98774,unknown,2,473,473,1892,0.00000000,50 + 0.00000000 BTC,2010/12/21 17:12,V 1
34,98773,unknown,7,1662,1662,6648,0.00000000,50 + 0.00000000 BTC,2010/12/21 17:08,V 1
35,98772,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:51,V 1
36,98771,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:51,V 1
37,98770,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:43,V 1
38,98769,unknown,5,1211,1211,4844,0.00206441,50 + 0.01000000 BTC,2010/12/21 16:38,V 1
39,98768,unknown,5,1914,1914,7656,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:35,V 1
40,98767,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:15,V 1
41,98766,unknown,8,2169,2169,8676,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:13,V 1
42,98765,unknown,12,3197,3197,12788,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:12,V 1
43,98764,unknown,12,3133,3133,12532,0.00000000,50 + 0.00000000 BTC,2010/12/21 16:02,V 1
44,98763,unknown,3,731,731,2924,0.00000000,50 + 0.00000000 BTC,2010/12/21 15:52,V 1
45,98762,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/12/21 15:46,V 1
