,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,45443,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 23:47,V 1
2,45442,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 23:40,V 1
3,45441,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 23:36,V 1
4,45440,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 23:20,V 1
5,45439,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 23:09,V 1
6,45438,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 23:02,V 1
7,45437,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 22:54,V 1
8,45436,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 22:51,V 1
9,45435,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 22:27,V 1
10,45434,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 22:12,V 1
11,45433,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:50,V 1
12,45432,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:49,V 1
13,45431,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:47,V 1
14,45430,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:40,V 1
15,45429,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:27,V 1
16,45428,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:25,V 1
17,45427,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:22,V 1
18,45426,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 21:22,V 1
19,45425,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:57,V 1
20,45424,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:53,V 1
21,45423,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:48,V 1
22,45422,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:43,V 1
23,45421,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:27,V 1
24,45420,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:21,V 1
25,45419,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:17,V 1
26,45418,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 20:10,V 1
27,45417,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 19:44,V 1
28,45416,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 19:42,V 1
29,45415,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 19:30,V 1
30,45414,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 19:30,V 1
31,45413,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/03/15 19:27,V 1
32,45412,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/03/15 19:02,V 1
