,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,51303,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 23:16,V 1
2,51302,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 23:08,V 1
3,51301,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 23:04,V 1
4,51300,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 22:52,V 1
5,51299,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 22:50,V 1
6,51298,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 22:12,V 1
7,51297,unknown,2,490,490,1960,0.00000000,50 + 0.00000000 BTC,2010/04/16 22:11,V 1
8,51296,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:52,V 1
9,51295,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:50,V 1
10,51294,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:48,V 1
11,51293,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:38,V 1
12,51292,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:35,V 1
13,51291,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:31,V 1
14,51290,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:24,V 1
15,51289,unknown,2,374,374,1496,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:23,V 1
16,51288,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:16,V 1
17,51287,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:14,V 1
18,51286,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:11,V 1
19,51285,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:06,V 1
20,51284,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:06,V 1
21,51283,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 21:00,V 1
22,51282,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:52,V 1
23,51281,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:35,V 1
24,51280,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:32,V 1
25,51279,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:30,V 1
26,51278,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:15,V 1
27,51277,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:11,V 1
28,51276,unknown,2,1036,1036,4144,0.00000000,50 + 0.00000000 BTC,2010/04/16 20:10,V 1
29,51275,unknown,2,451,451,1804,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:49,V 1
30,51274,unknown,2,973,973,3892,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:33,V 1
31,51273,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:26,V 1
32,51272,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:23,V 1
33,51271,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:15,V 1
34,51270,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:15,V 1
35,51269,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:09,V 1
36,51268,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:06,V 1
37,51267,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:05,V 1
38,51266,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 19:02,V 1
39,51265,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:55,V 1
40,51264,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:51,V 1
41,51263,unknown,2,697,697,2788,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:48,V 1
42,51262,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:46,V 1
43,51261,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:45,V 1
44,51260,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:42,V 1
45,51259,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:27,V 1
46,51258,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:24,V 1
47,51257,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:23,V 1
48,51256,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:22,V 1
49,51255,unknown,4,6776,6776,27104,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:23,V 1
50,51254,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:06,V 1
51,51253,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:02,V 1
52,51252,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:02,V 1
53,51251,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 18:00,V 1
54,51250,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 17:59,V 1
55,51249,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 17:39,V 1
56,51248,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 17:29,V 1
57,51247,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 17:06,V 1
58,51246,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 17:00,V 1
59,51245,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:57,V 1
60,51244,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:56,V 1
61,51243,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:49,V 1
62,51242,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:48,V 1
63,51241,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:40,V 1
64,51240,unknown,2,603,603,2412,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:32,V 1
65,51239,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:23,V 1
66,51238,unknown,2,493,493,1972,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:15,V 1
67,51237,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:03,V 1
68,51236,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 16:06,V 1
69,51235,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 15:34,V 1
70,51234,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 15:28,V 1
71,51233,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 15:17,V 1
72,51232,unknown,3,645,645,2580,0.00000000,50 + 0.00000000 BTC,2010/04/16 15:10,V 1
73,51231,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 15:04,V 1
74,51230,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:58,V 1
75,51229,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:52,V 1
76,51228,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:48,V 1
77,51227,unknown,2,717,717,2868,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:36,V 1
78,51226,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:27,V 1
79,51225,unknown,2,1173,1173,4692,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:24,V 1
80,51224,unknown,3,608,608,2432,0.00000000,50 + 0.00000000 BTC,2010/04/16 14:09,V 1
81,51223,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:56,V 1
82,51222,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:53,V 1
83,51221,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:51,V 1
84,51220,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:48,V 1
85,51219,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:47,V 1
86,51218,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:41,V 1
87,51217,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:40,V 1
88,51216,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2010/04/16 13:35,V 1
