,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,219306,unknown,117,49210,49210,196840,0.00013158,25 + 0.02590001 BTC,2013/02/02 23:56,V 1
2,219305,SlushPool,508,249092,249092,996368,0.00044933,25 + 0.44770000 BTC,2013/02/02 23:49,V 2
3,219304,unknown,256,130804,130804,523216,0.00031478,25 + 0.16470000 BTC,2013/02/02 23:40,V 2
4,219303,SlushPool,733,249020,249020,996080,0.02528623,25 + 25.18711096 BTC,2013/02/02 23:38,V 2
5,219302,unknown,133,49095,49095,196380,0.00008555,25 + 0.01680000 BTC,2013/02/02 23:12,V 1
6,219301,unknown,840,249178,249178,996712,0.00062326,25 + 0.62121500 BTC,2013/02/02 23:06,V 2
7,219300,unknown,478,326270,326270,1305080,0.00039691,25 + 0.51800000 BTC,2013/02/02 22:54,V 1
8,219299,unknown,6,3574,3574,14296,0.00286794,25 + 0.04100000 BTC,2013/02/02 22:43,V 1
9,219298,CoinLab,667,249111,249111,996444,0.00046906,25 + 0.46739547 BTC,2013/02/02 22:16,V 1
10,219297,unknown,179,60331,60331,241324,0.00046908,25 + 0.11320000 BTC,2013/02/02 22:14,V 1
11,219296,OzCoin,889,249159,249159,996636,0.00073507,25 + 0.73260000 BTC,2013/02/02 22:01,V 2
12,219295,OzCoin,158,94492,94492,377968,0.00031272,25 + 0.11820000 BTC,2013/02/02 21:24,V 1
13,219294,Mt Red,658,248426,248426,993704,0.00059756,25 + 0.59380000 BTC,2013/02/02 21:22,V 2
14,219293,unknown,126,49100,49100,196400,0.00003106,25 + 0.00610000 BTC,2013/02/02 21:08,V 1
15,219292,OzCoin,590,251888,251888,1007552,0.00069495,25 + 0.70020000 BTC,2013/02/02 21:05,V 1
16,219291,unknown,9,3454,3454,13816,0.00019543,25 + 0.00270000 BTC,2013/02/02 20:53,V 1
17,219290,SlushPool,273,146481,146481,585924,0.00042198,25 + 0.24725000 BTC,2013/02/02 20:39,V 2
18,219289,unknown,492,196673,196673,786692,0.00053617,25 + 0.42180000 BTC,2013/02/02 20:35,V 1
19,219288,BTC Guild,14,52954,52954,211816,0.00015580,25 + 0.03300000 BTC,2013/02/02 20:25,V 2
20,219287,BitMinter,165,82072,82072,328288,0.00046605,25 + 0.15300000 BTC,2013/02/02 20:26,V 2
21,219286,unknown,53,17653,17653,70612,0.00014233,25 + 0.01005000 BTC,2013/02/02 20:22,V 1
22,219285,BTC Guild,379,249595,249595,998380,0.00039794,25 + 0.39730000 BTC,2013/02/02 20:20,V 1
23,219284,EclipseMC,72,121917,121917,487668,0.00016446,25 + 0.08020000 BTC,2013/02/02 20:14,V 2
24,219283,unknown,128,80382,80382,321528,0.00033963,25 + 0.10920000 BTC,2013/02/02 20:12,V 2
25,219282,Eligius,64,52335,52335,209340,0.00016337,25 + 0.03420000 BTC,2013/02/02 20:11,V 2
26,219281,OzCoin,609,248972,248972,995888,0.00053510,25 + 0.53290000 BTC,2013/02/02 20:09,V 2
27,219280,SlushPool,513,373803,373803,1495212,0.00034925,25 + 0.52220000 BTC,2013/02/02 19:57,V 1
28,219279,EclipseMC,420,303990,303990,1215960,0.00018015,25 + 0.21905465 BTC,2013/02/02 19:56,V 2
29,219278,unknown,733,249137,249137,996548,0.00055662,25 + 0.55470000 BTC,2013/02/02 19:46,V 2
30,219277,Mt Red,712,249144,249144,996576,0.00057738,25 + 0.57540608 BTC,2013/02/02 19:11,V 2
31,219276,unknown,634,249152,249152,996608,0.00060104,25 + 0.59900000 BTC,2013/02/02 18:46,V 2
32,219275,unknown,256,75548,75548,302192,0.00071412,25 + 0.21580000 BTC,2013/02/02 18:35,V 2
33,219274,EclipseMC,372,202505,202505,810020,0.00027715,25 + 0.22450000 BTC,2013/02/02 18:31,V 2
34,219273,unknown,410,225317,225317,901268,0.00043372,25 + 0.39090000 BTC,2013/02/02 18:17,V 2
35,219272,unknown,407,249099,249099,996396,0.00034267,25 + 0.34143811 BTC,2013/02/02 18:04,V 2
36,219271,SlushPool,734,249121,249121,996484,0.00059188,25 + 0.58980000 BTC,2013/02/02 17:56,V 2
