,0,1,2,3,4,5,6,7,8,9
0,Height,Relayed By,Tx Count,Stripped Size(B),Size(B),Weight,Avg Fee Per Tx,Reward,Time,Block Version
1,22499,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 23:45,V 1
2,22498,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 23:43,V 1
3,22497,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 23:29,V 1
4,22496,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 23:18,V 1
5,22495,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 23:07,V 1
6,22494,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 22:28,V 1
7,22493,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 22:30,V 1
8,22492,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 22:21,V 1
9,22491,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 21:56,V 1
10,22490,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 21:22,V 1
11,22489,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 21:14,V 1
12,22488,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 21:02,V 1
13,22487,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 20:48,V 1
14,22486,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 20:38,V 1
15,22485,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 20:20,V 1
16,22484,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 19:52,V 1
17,22483,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 19:26,V 1
18,22482,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 18:53,V 1
19,22481,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 18:28,V 1
20,22480,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 17:43,V 1
21,22479,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 17:15,V 1
22,22478,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 16:46,V 1
23,22477,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 16:33,V 1
24,22476,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 16:06,V 1
25,22475,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 15:51,V 1
26,22474,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 15:26,V 1
27,22473,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 15:11,V 1
28,22472,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 14:40,V 1
29,22471,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 14:39,V 1
30,22470,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 14:24,V 1
31,22469,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 14:06,V 1
32,22468,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 13:34,V 1
33,22467,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 13:21,V 1
34,22466,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 12:41,V 1
35,22465,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 12:28,V 1
36,22464,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 11:44,V 1
37,22463,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 10:44,V 1
38,22462,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 10:41,V 1
39,22461,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 09:29,V 1
40,22460,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 08:56,V 1
41,22459,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 08:54,V 1
42,22458,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 08:43,V 1
43,22457,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 08:25,V 1
44,22456,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 08:19,V 1
45,22455,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 07:39,V 1
46,22454,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 07:26,V 1
47,22453,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 06:58,V 1
48,22452,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 06:13,V 1
49,22451,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 05:53,V 1
50,22450,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 05:37,V 1
51,22449,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 05:24,V 1
52,22448,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 04:56,V 1
53,22447,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 04:51,V 1
54,22446,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 04:22,V 1
55,22445,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 04:12,V 1
56,22444,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 04:04,V 1
57,22443,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:55,V 1
58,22442,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:39,V 1
59,22441,unknown,1,215,215,860,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:33,V 1
60,22440,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:28,V 1
61,22439,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:19,V 1
62,22438,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:21,V 1
63,22437,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 03:06,V 1
64,22436,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 02:24,V 1
65,22435,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 01:55,V 1
66,22434,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 01:16,V 1
67,22433,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 00:31,V 1
68,22432,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 00:30,V 1
69,22431,unknown,1,216,216,864,0.00000000,50 + 0.00000000 BTC,2009/09/08 00:16,V 1
